filename,full_path,source_type,competition,season,rows,columns,row_groups,size_mb,modified_utc,sha256,status,error
transfermarkt__Belgium_Pro_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__Belgium_Pro_League__2024_2025.parquet,transfermarkt,Belgium Pro League,2024-2025,1159,18,1,0.061,2026-07-31T16:30:49.605889797+00:00,b409af61c65a451be581170cad123025fc9bfc797039af68d5d55768bf3c9353,ok,
transfermarkt__Belgium_Pro_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__Belgium_Pro_League__2025_2026.parquet,transfermarkt,Belgium Pro League,2025-2026,1134,18,1,0.057,2026-07-31T16:07:00.424408436+00:00,4e20d4fb8fda036205588afbb2861df0c073eef43f9335b0881e8515ef0f5cdc,ok,
transfermarkt__Brazil_Serie_A__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__Brazil_Serie_A__2023_2024.parquet,transfermarkt,Brazil Serie A,2023-2024,1692,18,1,0.074,2026-07-31T18:46:31.824490070+00:00,439870ffa17222259aad6c078fab244c5f9ef341be63bdb493433dd68694d62d,ok,
transfermarkt__Brazil_Serie_A__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__Brazil_Serie_A__2024_2025.parquet,transfermarkt,Brazil Serie A,2024-2025,1735,18,1,0.074,2026-07-31T18:10:47.201505423+00:00,51e6914d4d80b642b1fbc658612a9b4d2d3f9388c42b08686e2e6ef03bdb1d2d,ok,
transfermarkt__Brazil_Serie_A__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__Brazil_Serie_A__2025_2026.parquet,transfermarkt,Brazil Serie A,2025-2026,1875,18,1,0.079,2026-07-31T17:34:24.218094826+00:00,86be2bcb169accbdd76d20cbb4cd4d7c34ac90a2d178b52cd8ae82e6d74ca460,ok,
transfermarkt__England_EFL_Championship__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_EFL_Championship__2023_2024.parquet,transfermarkt,England EFL Championship,2023-2024,1762,18,1,0.082,2026-07-31T22:43:11.404728889+00:00,29c90eb9f12a8f96005abec0df981f371e89f9e4901c2f9dc43750f18190d4e3,ok,
transfermarkt__England_EFL_Championship__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_EFL_Championship__2024_2025.parquet,transfermarkt,England EFL Championship,2024-2025,1851,18,1,0.083,2026-07-31T21:56:15.321652412+00:00,4499dab10c5214e495aef0f66b53b74ce2d8a16f347e01b1a8d33511666525d9,ok,
transfermarkt__England_EFL_Championship__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_EFL_Championship__2025_2026.parquet,transfermarkt,England EFL Championship,2025-2026,1837,18,1,0.081,2026-07-31T21:09:25.688265562+00:00,5a4da16ade6f5e79f43b94c459525b783b46cf6321032721233dfc7c76e26e62,ok,
transfermarkt__England_EFL_League_1__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_EFL_League_1__2023_2024.parquet,transfermarkt,England EFL League 1,2023-2024,1787,18,1,0.079,2026-08-01T00:31:59.357437372+00:00,e8b9b684c149a87ee22fb084b24709742f71f2eecd95cf3ec68108bf575593dc,ok,
transfermarkt__England_EFL_League_1__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_EFL_League_1__2024_2025.parquet,transfermarkt,England EFL League 1,2024-2025,1741,18,1,0.078,2026-07-31T23:58:14.311474085+00:00,76dc3fc50d09061f0d5957190f58f28ebd0dc6873ccebdee3f479017bd70c15e,ok,
transfermarkt__England_EFL_League_1__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_EFL_League_1__2025_2026.parquet,transfermarkt,England EFL League 1,2025-2026,1751,18,1,0.077,2026-07-31T23:24:13.673011303+00:00,a69c7ba889b4a0c2b0ecb4c2fb0f4b56b699b6108e966d4b9e8c4337384f7411,ok,
transfermarkt__England_EFL_League_2__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_EFL_League_2__2023_2024.parquet,transfermarkt,England EFL League 2,2023-2024,1696,18,1,0.074,2026-08-01T02:06:32.084710121+00:00,15b371c6fd55e8912d4a5d732062d7323ea4cf96226f4c399a9496e970bdfdf4,ok,
transfermarkt__England_EFL_League_2__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_EFL_League_2__2024_2025.parquet,transfermarkt,England EFL League 2,2024-2025,1624,18,1,0.072,2026-08-01T01:35:02.355371714+00:00,b3a14894ec92282850663036ba6a96743a69061d2c87d9c3c56202b0aba2ddca,ok,
transfermarkt__England_EFL_League_2__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_EFL_League_2__2025_2026.parquet,transfermarkt,England EFL League 2,2025-2026,1620,18,1,0.071,2026-08-01T01:05:03.024665833+00:00,14bab8fa4f5f168abb3688f9d874723752f3422ac1e74adda9c79359b05e668a,ok,
transfermarkt__England_Premier_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_Premier_League__2023_2024.parquet,transfermarkt,England Premier League,2023-2024,1619,18,1,0.076,2026-07-31T20:27:38.733383894+00:00,6c6d2c628646fc6d28a6fa0e413807463849d8bbcecd3809f7f380eef5063df3,ok,
transfermarkt__England_Premier_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_Premier_League__2024_2025.parquet,transfermarkt,England Premier League,2024-2025,1470,18,1,0.07,2026-07-31T19:51:51.785702705+00:00,a3c108c09615d3fd9b8ea54aa7edbbf22363ac6c792d2e2f9494a4e96741c3fa,ok,
transfermarkt__England_Premier_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__England_Premier_League__2025_2026.parquet,transfermarkt,England Premier League,2025-2026,1464,18,1,0.069,2026-07-31T19:19:20.545041323+00:00,4601ecbb0095632c5a6520def7da5e3dac519a194f3886600323df9aaa165903,ok,
transfermarkt__France_Ligue_1__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__France_Ligue_1__2023_2024.parquet,transfermarkt,France Ligue 1,2023-2024,1299,18,1,0.065,2026-08-01T03:19:32.639615774+00:00,3f5e259ced19faeac3bcc7c5eba19e0e8d5d381e36b3f86caf15d4d83b2bd9b7,ok,
transfermarkt__France_Ligue_1__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__France_Ligue_1__2024_2025.parquet,transfermarkt,France Ligue 1,2024-2025,1291,18,1,0.065,2026-08-01T02:55:14.494942188+00:00,44a36f7667a68660824b24c655eeabdea5ef6fea81fa4f056869467ed24e4f6b,ok,
transfermarkt__France_Ligue_1__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__France_Ligue_1__2025_2026.parquet,transfermarkt,France Ligue 1,2025-2026,1308,18,1,0.064,2026-08-01T02:31:04.278496981+00:00,f2fcc8a2b2f9b0763e167153e6111d35ccde95f492b82ea8449edd48ae3b549b,ok,
transfermarkt__France_Ligue_2__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__France_Ligue_2__2024_2025.parquet,transfermarkt,France Ligue 2,2024-2025,1132,18,1,0.057,2026-08-01T04:07:52.646849394+00:00,d585ee6e3e21e4a1bfff6a07d9e6f315aab4015eb6606b7c7ee264eed464a9eb,ok,
transfermarkt__France_Ligue_2__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\transfermarkt__France_Ligue_2__2025_2026.parquet,transfermarkt,France Ligue 2,2025-2026,1177,18,1,0.057,2026-08-01T03:44:14.124606609+00:00,15b92753631e82f1a02805f30a066ee99aef891f56d2eb1dd6d2ff5f7adc2bf0,ok,
understat__England_Premier_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__England_Premier_League__2023_2024.parquet,understat_season,England Premier League,2023-2024,570,21,1,0.061,2026-07-28T03:11:45.151461363+00:00,50014f1e67ca8aa0cd93573ce9460c50f67b9078edcbda182fc899eaf41a9314,ok,
understat__England_Premier_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__England_Premier_League__2024_2025.parquet,understat_season,England Premier League,2024-2025,562,21,1,0.06,2026-07-28T03:11:42.060049534+00:00,16ebfa9031e78686c06c902bd859694584a01031e5081bf1f2bec9733ccdcf28,ok,
understat__England_Premier_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__England_Premier_League__2025_2026.parquet,understat_season,England Premier League,2025-2026,537,21,1,0.059,2026-07-28T03:11:38.964331388+00:00,25169aa91d393f423e79f68349abf5c8305fe8cd3f75315f9cf77a1f2629ffff,ok,
understat__France_Ligue_1__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__France_Ligue_1__2023_2024.parquet,understat_season,France Ligue 1,2023-2024,525,21,1,0.058,2026-07-28T03:12:22.306419849+00:00,bdc0d650f1cb46a7d9284927d3a8bc16a49c4543db70a0cf7574ac56e533559a,ok,
understat__France_Ligue_1__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__France_Ligue_1__2024_2025.parquet,understat_season,France Ligue 1,2024-2025,542,21,1,0.059,2026-07-28T03:12:19.253090857+00:00,3b44ff8f2a72a46f9fb62df0203f7b3d562dd9b3fcafd79571b743e9962a4fdd,ok,
understat__France_Ligue_1__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__France_Ligue_1__2025_2026.parquet,understat_season,France Ligue 1,2025-2026,553,21,1,0.06,2026-07-28T03:12:16.083372831+00:00,4d3524fbbe5e1c5f2582e72b05e5dd3129c42bc04f9b1f16bd5d984c7b9e8401,ok,
understat__Germany_Bundesliga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__Germany_Bundesliga__2023_2024.parquet,understat_season,Germany Bundesliga,2023-2024,494,21,1,0.055,2026-07-28T03:12:03.652016878+00:00,2df2cf70ec49f2a3d655bcd5064af322e8770d0f5f66aed6d2f97c5f37e6ef34,ok,
understat__Germany_Bundesliga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__Germany_Bundesliga__2024_2025.parquet,understat_season,Germany Bundesliga,2024-2025,481,21,1,0.054,2026-07-28T03:12:00.613903999+00:00,1223eb67c339f870493ea5d8cef2dc3fba3cc9f9e47f2140216205e7af34c6d6,ok,
understat__Germany_Bundesliga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__Germany_Bundesliga__2025_2026.parquet,understat_season,Germany Bundesliga,2025-2026,499,21,1,0.056,2026-07-28T03:11:57.601590395+00:00,972f0deecf180c19b6ab3d152c0fb3f38dc3ed1fd10415c77c0255e37672de3f,ok,
understat__Italy_Serie_A__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__Italy_Serie_A__2023_2024.parquet,understat_season,Italy Serie A,2023-2024,590,21,1,0.063,2026-07-28T03:12:12.988570690+00:00,3533d1982faa0a5614da0896a50e97ae02b9472d0a3a613c8a7eee6d2e3c1184,ok,
understat__Italy_Serie_A__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__Italy_Serie_A__2024_2025.parquet,understat_season,Italy Serie A,2024-2025,599,21,1,0.064,2026-07-28T03:12:09.859052658+00:00,772c7be7e9c96fac940b7ad2fcf62095f014f760800da08ae0be3f7d9a028f9e,ok,
understat__Italy_Serie_A__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__Italy_Serie_A__2025_2026.parquet,understat_season,Italy Serie A,2025-2026,586,21,1,0.063,2026-07-28T03:12:06.778050184+00:00,742db1d69034f59120f99baba8be3636d9d207ce16c42c390349d76ca923d0b2,ok,
understat__Spain_La_Liga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__Spain_La_Liga__2023_2024.parquet,understat_season,Spain La Liga,2023-2024,598,21,1,0.062,2026-07-28T03:11:54.503765821+00:00,cdb76f61702da96f292118808cbd4b832cf4ea880cf5b0a9f65f8b2c4368d0b8,ok,
understat__Spain_La_Liga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__Spain_La_Liga__2024_2025.parquet,understat_season,Spain La Liga,2024-2025,590,21,1,0.061,2026-07-28T03:11:51.379069805+00:00,2859aff8bd053b320a2aeba1932f9c5f0341bb12035a9ae6dcf6314a23b5f41b,ok,
understat__Spain_La_Liga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat__Spain_La_Liga__2025_2026.parquet,understat_season,Spain La Liga,2025-2026,600,21,1,0.062,2026-07-28T03:11:48.259549140+00:00,a94a8997d1a524e6c9f6699e10f9aa544519b2ce79f7af6335b1d00e742ccf68,ok,
understat_league_table__England_Premier_League__2023_2024__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__England_Premier_League__2023_2024__away.parquet,understat_league_table,England Premier League,2023-2024,20,21,1,0.014,2026-07-28T03:12:29.955945253+00:00,f2f22d482e60f9a6101acbcba44431170f073e12f768239270a0f763d4ded92f,ok,
understat_league_table__England_Premier_League__2023_2024__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__England_Premier_League__2023_2024__home.parquet,understat_league_table,England Premier League,2023-2024,20,21,1,0.014,2026-07-28T03:12:29.919409513+00:00,ee1960e113446f9ebb644db878a869af008df85ec42250aeac4ebadbcfbab103,ok,
understat_league_table__England_Premier_League__2023_2024__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__England_Premier_League__2023_2024__overall.parquet,understat_league_table,England Premier League,2023-2024,20,21,1,0.014,2026-07-28T03:12:29.879257917+00:00,a5adbe1991d34312a8a2f9b049918211dcc2f0c3eb813c74da297a55c8f81a13,ok,
understat_league_table__England_Premier_League__2024_2025__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__England_Premier_League__2024_2025__away.parquet,understat_league_table,England Premier League,2024-2025,20,21,1,0.014,2026-07-28T03:12:27.746901751+00:00,216e03cac9e5f77299d7309c63dd2239686215f6ccc68b7ba32af17ef441305b,ok,
understat_league_table__England_Premier_League__2024_2025__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__England_Premier_League__2024_2025__home.parquet,understat_league_table,England Premier League,2024-2025,20,21,1,0.014,2026-07-28T03:12:27.710799217+00:00,ea7fb53ed704c43361b8820db861abd5a854bcf4f1c92f3c625e5df31ef8fd77,ok,
understat_league_table__England_Premier_League__2024_2025__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__England_Premier_League__2024_2025__overall.parquet,understat_league_table,England Premier League,2024-2025,20,21,1,0.014,2026-07-28T03:12:27.673780918+00:00,3311fb7dc92509d30eee3bd773eeb42e58ceaf388356d631298cfac68ef93cee,ok,
understat_league_table__England_Premier_League__2025_2026__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__England_Premier_League__2025_2026__away.parquet,understat_league_table,England Premier League,2025-2026,20,21,1,0.014,2026-07-28T03:12:25.534842253+00:00,7c6dd9192c276397b425d6280730abbf4ef7d0e2bc7d5d617d81edc17ead05e0,ok,
understat_league_table__England_Premier_League__2025_2026__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__England_Premier_League__2025_2026__home.parquet,understat_league_table,England Premier League,2025-2026,20,21,1,0.014,2026-07-28T03:12:25.498925209+00:00,51121ad1140a753f3e0146ca889d24128a8014b84dba382c309df610a621a156,ok,
understat_league_table__England_Premier_League__2025_2026__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__England_Premier_League__2025_2026__overall.parquet,understat_league_table,England Premier League,2025-2026,20,21,1,0.014,2026-07-28T03:12:25.462365150+00:00,4b7d6b2b2b2fdba11743a6bb9007c4310e00e5444ec6e284fd24b8ccf91ad12e,ok,
understat_league_table__France_Ligue_1__2023_2024__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__France_Ligue_1__2023_2024__away.parquet,understat_league_table,France Ligue 1,2023-2024,18,21,1,0.014,2026-07-28T03:12:55.326287508+00:00,c7099d5c9f0145c92145847a7fff4e55bd129a1c1301f5ad1b0aae8dd31a7655,ok,
understat_league_table__France_Ligue_1__2023_2024__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__France_Ligue_1__2023_2024__home.parquet,understat_league_table,France Ligue 1,2023-2024,18,21,1,0.014,2026-07-28T03:12:55.295035839+00:00,5de2cd6f18f6abada1ac127b1d8e1097d9d2303e6f92c84aacc127cf40605ebd,ok,
understat_league_table__France_Ligue_1__2023_2024__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__France_Ligue_1__2023_2024__overall.parquet,understat_league_table,France Ligue 1,2023-2024,18,21,1,0.014,2026-07-28T03:12:55.266999005+00:00,fef868ca87a08e778b5afb6ce524ce05e49353a0bbd29ec61c364e9727ce75e3,ok,
understat_league_table__France_Ligue_1__2024_2025__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__France_Ligue_1__2024_2025__away.parquet,understat_league_table,France Ligue 1,2024-2025,18,21,1,0.014,2026-07-28T03:12:53.327650547+00:00,5b779217c22bdc01d4fe0db3e676994c958b8717bbe4dad140128c1148608bf0,ok,
understat_league_table__France_Ligue_1__2024_2025__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__France_Ligue_1__2024_2025__home.parquet,understat_league_table,France Ligue 1,2024-2025,18,21,1,0.014,2026-07-28T03:12:53.297744989+00:00,8bdb8fbe599f214086c6ad86c4a5425875b0d65c36eeb1d3c5a110013a332339,ok,
understat_league_table__France_Ligue_1__2024_2025__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__France_Ligue_1__2024_2025__overall.parquet,understat_league_table,France Ligue 1,2024-2025,18,21,1,0.014,2026-07-28T03:12:53.268490314+00:00,db84a00e9a943f66e51ad33a7cdea24ff619499873f24b23b9569f3d2c54343d,ok,
understat_league_table__France_Ligue_1__2025_2026__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__France_Ligue_1__2025_2026__away.parquet,understat_league_table,France Ligue 1,2025-2026,18,21,1,0.014,2026-07-28T03:12:51.342527866+00:00,073ddf00900ebda86d5a43b69c74aa99d50289ffe46397dcecfd6a40d524f0a7,ok,
understat_league_table__France_Ligue_1__2025_2026__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__France_Ligue_1__2025_2026__home.parquet,understat_league_table,France Ligue 1,2025-2026,18,21,1,0.014,2026-07-28T03:12:51.313116312+00:00,42d65e4b711605d77742d5a04308d32bc04f48d843bd65afb4e9e7595bf0635b,ok,
understat_league_table__France_Ligue_1__2025_2026__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__France_Ligue_1__2025_2026__overall.parquet,understat_league_table,France Ligue 1,2025-2026,18,21,1,0.014,2026-07-28T03:12:51.284023285+00:00,d76d24f2abd79ae69021ceae87ecb10fd2e301575c19bcde83b1a23dcbc18908,ok,
understat_league_table__Germany_Bundesliga__2023_2024__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Germany_Bundesliga__2023_2024__away.parquet,understat_league_table,Germany Bundesliga,2023-2024,18,21,1,0.014,2026-07-28T03:12:43.199143410+00:00,c303a6d241788fc38071f880adfbe3ab33eec94d65ef9eb34ee7e843f07acf39,ok,
understat_league_table__Germany_Bundesliga__2023_2024__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Germany_Bundesliga__2023_2024__home.parquet,understat_league_table,Germany Bundesliga,2023-2024,18,21,1,0.014,2026-07-28T03:12:43.165876150+00:00,81b70213587ced861de205ee923bb3ab594ada976502960e7dd229449b71d622,ok,
understat_league_table__Germany_Bundesliga__2023_2024__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Germany_Bundesliga__2023_2024__overall.parquet,understat_league_table,Germany Bundesliga,2023-2024,18,21,1,0.014,2026-07-28T03:12:43.131404400+00:00,150a1d7182d86c3f2957a04bec64a74eec38dc8c6d1ede47058b39bc6cb0e893,ok,
understat_league_table__Germany_Bundesliga__2024_2025__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Germany_Bundesliga__2024_2025__away.parquet,understat_league_table,Germany Bundesliga,2024-2025,18,21,1,0.014,2026-07-28T03:12:41.048112631+00:00,01861c91b9fdef83baa6e8996578a929f65d359fa8f9b7a002ccc7347f4c5178,ok,
understat_league_table__Germany_Bundesliga__2024_2025__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Germany_Bundesliga__2024_2025__home.parquet,understat_league_table,Germany Bundesliga,2024-2025,18,21,1,0.014,2026-07-28T03:12:41.008574009+00:00,c78fb7070b677b624747e03aa76f7a8a6c6b1377f80c8a4ee1d7654f4a82b291,ok,
understat_league_table__Germany_Bundesliga__2024_2025__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Germany_Bundesliga__2024_2025__overall.parquet,understat_league_table,Germany Bundesliga,2024-2025,18,21,1,0.014,2026-07-28T03:12:40.974259377+00:00,a75d278d424bbf3ac80809f309952fa06703df40437c7ce7a9b6d1c541498a32,ok,
understat_league_table__Germany_Bundesliga__2025_2026__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Germany_Bundesliga__2025_2026__away.parquet,understat_league_table,Germany Bundesliga,2025-2026,18,21,1,0.014,2026-07-28T03:12:38.765557289+00:00,3e4f61270be59696de90e955fe67f5d285557c16b6119d102a8c3c860452b46f,ok,
understat_league_table__Germany_Bundesliga__2025_2026__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Germany_Bundesliga__2025_2026__home.parquet,understat_league_table,Germany Bundesliga,2025-2026,18,21,1,0.014,2026-07-28T03:12:38.726087809+00:00,30c2eb7a6758b53e95310f207976b5717fef05ab07ada80ed5a59d7284485027,ok,
understat_league_table__Germany_Bundesliga__2025_2026__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Germany_Bundesliga__2025_2026__overall.parquet,understat_league_table,Germany Bundesliga,2025-2026,18,21,1,0.014,2026-07-28T03:12:38.683960199+00:00,5d922ec57ee60845f73ac5375c42bb6c22546633450c96bce8d48cf37861e2d6,ok,
understat_league_table__Italy_Serie_A__2023_2024__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Italy_Serie_A__2023_2024__away.parquet,understat_league_table,Italy Serie A,2023-2024,20,21,1,0.014,2026-07-28T03:12:49.374372482+00:00,ffa69a5a2e432028e405abd4333535c94dcfed6cd41e85adea225c483c95866f,ok,
understat_league_table__Italy_Serie_A__2023_2024__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Italy_Serie_A__2023_2024__home.parquet,understat_league_table,Italy Serie A,2023-2024,20,21,1,0.014,2026-07-28T03:12:49.345885515+00:00,6bc1160a9d26aa724aae585f5d6681b6c86e2f71189465ae79bbbee16670a7bc,ok,
understat_league_table__Italy_Serie_A__2023_2024__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Italy_Serie_A__2023_2024__overall.parquet,understat_league_table,Italy Serie A,2023-2024,20,21,1,0.014,2026-07-28T03:12:49.319515705+00:00,fe0fcc9037ec141bbe3f7bf9a6dad30a9556f504e94ae08f2b3701c3e14365f9,ok,
understat_league_table__Italy_Serie_A__2024_2025__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Italy_Serie_A__2024_2025__away.parquet,understat_league_table,Italy Serie A,2024-2025,20,21,1,0.014,2026-07-28T03:12:47.326124907+00:00,dde0cfd96370eabda24cab9ebdb890bc5b4c4734361e5bed8f99daebead2a2e9,ok,
understat_league_table__Italy_Serie_A__2024_2025__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Italy_Serie_A__2024_2025__home.parquet,understat_league_table,Italy Serie A,2024-2025,20,21,1,0.014,2026-07-28T03:12:47.295349121+00:00,8a8de55ce31cef1bedd55a62b11de756e4e64f93354d3f17caed0e76663d1359,ok,
understat_league_table__Italy_Serie_A__2024_2025__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Italy_Serie_A__2024_2025__overall.parquet,understat_league_table,Italy Serie A,2024-2025,20,21,1,0.014,2026-07-28T03:12:47.267858028+00:00,2f4303665987135780329f5d36d850fac60dab1d8f12d0ec28b70e7ce05b11f5,ok,
