filename,full_path,source_type,competition,season,rows,columns,row_groups,size_mb,modified_utc,sha256,status,error
understat_league_table__Italy_Serie_A__2025_2026__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Italy_Serie_A__2025_2026__away.parquet,understat_league_table,Italy Serie A,2025-2026,20,21,1,0.014,2026-07-28T03:12:45.260807752+00:00,03037298824a83bb2ab8905cb6554728fc61335815457b00f66f2d2131be4b9a,ok,
understat_league_table__Italy_Serie_A__2025_2026__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Italy_Serie_A__2025_2026__home.parquet,understat_league_table,Italy Serie A,2025-2026,20,21,1,0.014,2026-07-28T03:12:45.230471373+00:00,8dd56bb60c1104a95fb6a48f2ae8501b46b394020d699efb3d0c7aef66bc5217,ok,
understat_league_table__Italy_Serie_A__2025_2026__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Italy_Serie_A__2025_2026__overall.parquet,understat_league_table,Italy Serie A,2025-2026,20,21,1,0.014,2026-07-28T03:12:45.200322866+00:00,99b85bef0f1fbfae7b58b28abf14c5c00ad69925af1d72af7d80cf8ef700f044,ok,
understat_league_table__Spain_La_Liga__2023_2024__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Spain_La_Liga__2023_2024__away.parquet,understat_league_table,Spain La Liga,2023-2024,20,21,1,0.014,2026-07-28T03:12:36.621439695+00:00,a6a61e6ea0b06152beb3c4cbfb7fdf82584771b7f247ed06977a5eec423013c4,ok,
understat_league_table__Spain_La_Liga__2023_2024__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Spain_La_Liga__2023_2024__home.parquet,understat_league_table,Spain La Liga,2023-2024,20,21,1,0.014,2026-07-28T03:12:36.584675312+00:00,41588e372ef2d694b35d5cc8a48c7c5555e1604ca86e2b94dc57ca243c8b95e9,ok,
understat_league_table__Spain_La_Liga__2023_2024__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Spain_La_Liga__2023_2024__overall.parquet,understat_league_table,Spain La Liga,2023-2024,20,21,1,0.014,2026-07-28T03:12:36.548569202+00:00,b521f0efa5231a070fb79afc7d02a12c66e1da7ea18129100e3cec5e6459712a,ok,
understat_league_table__Spain_La_Liga__2024_2025__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Spain_La_Liga__2024_2025__away.parquet,understat_league_table,Spain La Liga,2024-2025,20,21,1,0.014,2026-07-28T03:12:34.407650709+00:00,24f4445d2ccf9fe3e7836f32e10a19cab86ccee14673d4cccd580cf74a76e94a,ok,
understat_league_table__Spain_La_Liga__2024_2025__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Spain_La_Liga__2024_2025__home.parquet,understat_league_table,Spain La Liga,2024-2025,20,21,1,0.014,2026-07-28T03:12:34.371630192+00:00,81c86749efc5623d1e05ee3af476d749405ed435e7882f82101c0411d4c2885a,ok,
understat_league_table__Spain_La_Liga__2024_2025__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Spain_La_Liga__2024_2025__overall.parquet,understat_league_table,Spain La Liga,2024-2025,20,21,1,0.014,2026-07-28T03:12:34.337179184+00:00,f26068858be7a55ef7c31e9ada7120359c3d5d04e9c6798d34a460bb3850f910,ok,
understat_league_table__Spain_La_Liga__2025_2026__away.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Spain_La_Liga__2025_2026__away.parquet,understat_league_table,Spain La Liga,2025-2026,20,21,1,0.014,2026-07-28T03:12:32.160281897+00:00,6a343023203f1f4edb1ac2b94bed5a1b9e41c9a218e6ef3f94723033a8bfd26c,ok,
understat_league_table__Spain_La_Liga__2025_2026__home.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Spain_La_Liga__2025_2026__home.parquet,understat_league_table,Spain La Liga,2025-2026,20,21,1,0.014,2026-07-28T03:12:32.123708010+00:00,a93ad65260915b42eb3f1deaef37acddc866e7323234d31a3bde23ff822af5f7,ok,
understat_league_table__Spain_La_Liga__2025_2026__overall.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_league_table__Spain_La_Liga__2025_2026__overall.parquet,understat_league_table,Spain La Liga,2025-2026,20,21,1,0.014,2026-07-28T03:12:32.087740898+00:00,654126aeedc90c3cf2adedb54d238ae7d26b4cae3be178dbd5ee1dc3bb29cc82,ok,
understat_match_info__England_Premier_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__England_Premier_League__2023_2024.parquet,understat_match_info,England Premier League,2023-2024,380,12,1,0.02,2026-07-28T03:38:21.119903088+00:00,80eeb1352f3ae4714b615c5c9d59ff67c63b953756de991e05f1463cb949a2bc,ok,
understat_match_info__England_Premier_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__England_Premier_League__2024_2025.parquet,understat_match_info,England Premier League,2024-2025,380,12,1,0.02,2026-07-28T03:31:28.725137711+00:00,333dcc7ed50d85bf66e0696de69d6f7a27ec88bfb3bac70eaee445bd99d5f580,ok,
understat_match_info__England_Premier_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__England_Premier_League__2025_2026.parquet,understat_match_info,England Premier League,2025-2026,380,12,1,0.02,2026-07-28T03:24:56.803070784+00:00,ecb9eab2586e76921b7cf036b7301a3ed0b624fc65d34e79f3dd37818a7a426b,ok,
understat_match_info__France_Ligue_1__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__France_Ligue_1__2023_2024.parquet,understat_match_info,France Ligue 1,2023-2024,306,12,1,0.018,2026-07-28T04:48:29.440188646+00:00,a3462d3962dd576f107973019708feb3db25b6d5d18f4bb60e477302710cb4a0,ok,
understat_match_info__France_Ligue_1__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__France_Ligue_1__2024_2025.parquet,understat_match_info,France Ligue 1,2024-2025,306,12,1,0.018,2026-07-28T04:43:22.132296800+00:00,6699718c65abf42692d509f3bbed6d0e6745275f10457b99f23914d956437825,ok,
understat_match_info__France_Ligue_1__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__France_Ligue_1__2025_2026.parquet,understat_match_info,France Ligue 1,2025-2026,305,12,1,0.018,2026-07-28T04:38:14.300008774+00:00,b7c7b32e8be1e1d5bc6144d83bc1cd05f641c224fc15a27f10dcfcd89d43aa3c,ok,
understat_match_info__Germany_Bundesliga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__Germany_Bundesliga__2023_2024.parquet,understat_match_info,Germany Bundesliga,2023-2024,306,12,1,0.018,2026-07-28T04:13:52.638415813+00:00,3afa0ef58303d8fdfb17a118c30c909a68654bc2668e389494d0053953e2c211,ok,
understat_match_info__Germany_Bundesliga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__Germany_Bundesliga__2024_2025.parquet,understat_match_info,Germany Bundesliga,2024-2025,306,12,1,0.018,2026-07-28T04:07:59.130287170+00:00,c41ca0dd40855e99beda6270d657acc2fc0bf2428ab942c17edb204e2f30e550,ok,
understat_match_info__Germany_Bundesliga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__Germany_Bundesliga__2025_2026.parquet,understat_match_info,Germany Bundesliga,2025-2026,306,12,1,0.018,2026-07-28T04:02:49.046575785+00:00,072c43d2898b55100ad29fd61ea88d83de92c2d3ccb4a63426acc95f8828e539,ok,
understat_match_info__Italy_Serie_A__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__Italy_Serie_A__2023_2024.parquet,understat_match_info,Italy Serie A,2023-2024,380,12,1,0.02,2026-07-28T04:33:04.237630606+00:00,807ca78b7f9be63a2d62d3df27e39d3cfb17b365efee6c7eaafcb7a78cd68bc6,ok,
understat_match_info__Italy_Serie_A__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__Italy_Serie_A__2024_2025.parquet,understat_match_info,Italy Serie A,2024-2025,380,12,1,0.02,2026-07-28T04:26:41.930498838+00:00,df82e41ebe29b7cec2030f3cec6f4085fb3a3931e00045a3e2fb76b7b18457f9,ok,
understat_match_info__Italy_Serie_A__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__Italy_Serie_A__2025_2026.parquet,understat_match_info,Italy Serie A,2025-2026,380,12,1,0.02,2026-07-28T04:20:17.581653357+00:00,520c216e494193224d9590e407f9e4279644f5c781c7feb746996158f868a3df,ok,
understat_match_info__Spain_La_Liga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__Spain_La_Liga__2023_2024.parquet,understat_match_info,Spain La Liga,2023-2024,380,12,1,0.021,2026-07-28T03:57:39.110201597+00:00,4c8c4978e72fd96d18cf1ccfc16c0fcd7d5b5d3dc7dad9ffee2b0982a0685be6,ok,
understat_match_info__Spain_La_Liga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__Spain_La_Liga__2024_2025.parquet,understat_match_info,Spain La Liga,2024-2025,380,12,1,0.02,2026-07-28T03:51:15.260522127+00:00,7641094031d07265f3e4b67166218be199568214b54d77206c0bf0bd51f307eb,ok,
understat_match_info__Spain_La_Liga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_info__Spain_La_Liga__2025_2026.parquet,understat_match_info,Spain La Liga,2025-2026,380,12,1,0.02,2026-07-28T03:44:46.392832518+00:00,24a5f2c8233502288732d06da36b4fa4be38b6fbf98652afec7514cf59f4f452,ok,
understat_match_shots__England_Premier_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__England_Premier_League__2023_2024.parquet,understat_match_shots,England Premier League,2023-2024,10524,15,1,0.2,2026-07-28T03:38:21.081622601+00:00,435a462adb98b00bfa2fda8553dad3158b130d5ccbb42d6d0f82cc205e32d3c5,ok,
understat_match_shots__England_Premier_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__England_Premier_League__2024_2025.parquet,understat_match_shots,England Premier League,2024-2025,9878,15,1,0.19,2026-07-28T03:31:28.690311670+00:00,1dfa71a12c0c41aef4a7379cefd2e590f90b2347be834dad12dfb6d56b94ff77,ok,
understat_match_shots__England_Premier_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__England_Premier_League__2025_2026.parquet,understat_match_shots,England Premier League,2025-2026,9524,15,1,0.184,2026-07-28T03:24:56.747347593+00:00,69c72b8f5662cf83ae0e78f115d1bc18218c1abf76b816485114903f1c833d6c,ok,
understat_match_shots__France_Ligue_1__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__France_Ligue_1__2023_2024.parquet,understat_match_shots,France Ligue 1,2023-2024,7827,15,1,0.155,2026-07-28T04:48:29.408754110+00:00,e4acaf22c91d52f8685f3b0b94166e1cef8dd01bfa1630a71fd1151af19a57ec,ok,
understat_match_shots__France_Ligue_1__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__France_Ligue_1__2024_2025.parquet,understat_match_shots,France Ligue 1,2024-2025,7647,15,1,0.152,2026-07-28T04:43:22.095973015+00:00,54d9a7cb7eea54a9805f8f7df4ac182c8ace0d4c4c402e354fc80974ce66da40,ok,
understat_match_shots__France_Ligue_1__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__France_Ligue_1__2025_2026.parquet,understat_match_shots,France Ligue 1,2025-2026,7613,15,1,0.152,2026-07-28T04:38:14.268256903+00:00,e8a9cc3626e8d09a1d173fc13686d5332e03c9767cdfdf1912b39e7b713d9de4,ok,
understat_match_shots__Germany_Bundesliga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__Germany_Bundesliga__2023_2024.parquet,understat_match_shots,Germany Bundesliga,2023-2024,8506,15,1,0.166,2026-07-28T04:13:52.597728014+00:00,be5f7809e443c719938378111d603b2cd4bff11f72f74a08d2f41c1f2cb15ab5,ok,
understat_match_shots__Germany_Bundesliga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__Germany_Bundesliga__2024_2025.parquet,understat_match_shots,Germany Bundesliga,2024-2025,7944,15,1,0.156,2026-07-28T04:07:59.081026316+00:00,8996e249cfb58522f5929d37bc37772a374ad8fe59fe43d898e491f9cd8fac71,ok,
understat_match_shots__Germany_Bundesliga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__Germany_Bundesliga__2025_2026.parquet,understat_match_shots,Germany Bundesliga,2025-2026,8124,15,1,0.16,2026-07-28T04:02:49.009284496+00:00,b6912a48c4b8ca1e28984c435e072f73f620204086390f9ff7ebfe06b838d606,ok,
understat_match_shots__Italy_Serie_A__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__Italy_Serie_A__2023_2024.parquet,understat_match_shots,Italy Serie A,2023-2024,9728,15,1,0.188,2026-07-28T04:33:04.189926386+00:00,12de964441e88af766465ca0263e0bc936bfe8c2af53731d6ae51454026e07c1,ok,
understat_match_shots__Italy_Serie_A__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__Italy_Serie_A__2024_2025.parquet,understat_match_shots,Italy Serie A,2024-2025,9242,15,1,0.181,2026-07-28T04:26:41.877855301+00:00,8f1eb54f6ca72a2f7eea8964cf041d5bd279eec15bc81e3c5240fa55faf2abdd,ok,
understat_match_shots__Italy_Serie_A__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__Italy_Serie_A__2025_2026.parquet,understat_match_shots,Italy Serie A,2025-2026,9373,15,1,0.183,2026-07-28T04:20:17.544148922+00:00,77b0d98659f5f6032b8052a4276785d29fdd493b64c61e6f33211431e2601dcb,ok,
understat_match_shots__Spain_La_Liga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__Spain_La_Liga__2023_2024.parquet,understat_match_shots,Spain La Liga,2023-2024,9311,15,1,0.181,2026-07-28T03:57:39.065908909+00:00,06044536c1b2f52bdcdaa855393db7028adfa01fecbb55969c154d4f306da880,ok,
understat_match_shots__Spain_La_Liga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__Spain_La_Liga__2024_2025.parquet,understat_match_shots,Spain La Liga,2024-2025,9056,15,1,0.177,2026-07-28T03:51:15.227545023+00:00,1a73c5c79f9b2057c31ab278af3814c3ac6f70c35013eb97822816fe066d8c5e,ok,
understat_match_shots__Spain_La_Liga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_match_shots__Spain_La_Liga__2025_2026.parquet,understat_match_shots,Spain La Liga,2025-2026,9523,15,1,0.184,2026-07-28T03:44:46.353525877+00:00,b2277a30169767d0d9a10df7dd2d7137de185ba621520d6eb55722b1b0dafb81,ok,
understat_rosters__England_Premier_League__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__England_Premier_League__2023_2024.parquet,understat_rosters,England Premier League,2023-2024,11384,24,1,0.409,2026-07-28T03:38:21.113762379+00:00,1c2ffbeef41ab060a9587c95c437cdfa3a8b247ab0040c0df3cb520baa4056ce,ok,
understat_rosters__England_Premier_League__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__England_Premier_League__2024_2025.parquet,understat_rosters,England Premier League,2024-2025,11567,24,1,0.41,2026-07-28T03:31:28.722296+00:00,fa97f3792dda9c87834ffc85495fa330c2ef0064426ae10f6488ddac9a08e892,ok,
understat_rosters__England_Premier_League__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__England_Premier_League__2025_2026.parquet,understat_rosters,England Premier League,2025-2026,11490,24,1,0.404,2026-07-28T03:24:56.790660381+00:00,6d4149852f9f215e635111e71f4776cf9e8b65a9c7def377e7c220d2eed1d569,ok,
understat_rosters__France_Ligue_1__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__France_Ligue_1__2023_2024.parquet,understat_rosters,France Ligue 1,2023-2024,9394,24,1,0.338,2026-07-28T04:48:29.440188646+00:00,05d9ec73042aa79e3ffa1a6a4b806c16926e1eb0f2ad5cee43ab42bd72ca8f60,ok,
understat_rosters__France_Ligue_1__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__France_Ligue_1__2024_2025.parquet,understat_rosters,France Ligue 1,2024-2025,9413,24,1,0.339,2026-07-28T04:43:22.127535820+00:00,d4c3dbd67bf8759cb81eb4632bcc32b6cf6a4575cf29918301e6dfd6760281b8,ok,
understat_rosters__France_Ligue_1__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__France_Ligue_1__2025_2026.parquet,understat_rosters,France Ligue 1,2025-2026,9386,24,1,0.337,2026-07-28T04:38:14.300008774+00:00,7f8f481a3933689d6ec33a05ab21ac9aba9f9eb0126e0747b8ed0969353c773a,ok,
understat_rosters__Germany_Bundesliga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__Germany_Bundesliga__2023_2024.parquet,understat_rosters,Germany Bundesliga,2023-2024,9525,24,1,0.343,2026-07-28T04:13:52.632417917+00:00,62713c6e566533b0b37a660ffdd916badb407cce5837b3f3d005ae6fcd8a057a,ok,
understat_rosters__Germany_Bundesliga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__Germany_Bundesliga__2024_2025.parquet,understat_rosters,Germany Bundesliga,2024-2025,9497,24,1,0.337,2026-07-28T04:07:59.112380981+00:00,1210846877887fb9c8860f5b694a8b2e52339391169248d73a491ecb3d8a3a05,ok,
understat_rosters__Germany_Bundesliga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__Germany_Bundesliga__2025_2026.parquet,understat_rosters,Germany Bundesliga,2025-2026,9555,24,1,0.343,2026-07-28T04:02:49.034489393+00:00,23879e19b4ee6cbedeaf838045f693457d47cadef61cf43f2b86f4b8d7d975f1,ok,
understat_rosters__Italy_Serie_A__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__Italy_Serie_A__2023_2024.parquet,understat_rosters,Italy Serie A,2023-2024,11909,24,1,0.424,2026-07-28T04:33:04.221894264+00:00,ef49fa223f61b6f09578803ab6a00f6d0ac6a37c4a2341bfa5173790e10d50d6,ok,
understat_rosters__Italy_Serie_A__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__Italy_Serie_A__2024_2025.parquet,understat_rosters,Italy Serie A,2024-2025,11888,24,1,0.417,2026-07-28T04:26:41.923526764+00:00,ac59ab599f61067f9ab9c106e48bd3b716c3f0c59847df2ac9d3a6419c1c3162,ok,
understat_rosters__Italy_Serie_A__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__Italy_Serie_A__2025_2026.parquet,understat_rosters,Italy Serie A,2025-2026,11928,24,1,0.417,2026-07-28T04:20:17.564638615+00:00,6d243acfb65151fb99d4a2c47fd89e72226f79e7faf38a56231f139b5a16e293,ok,
understat_rosters__Spain_La_Liga__2023_2024.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__Spain_La_Liga__2023_2024.parquet,understat_rosters,Spain La Liga,2023-2024,11918,24,1,0.416,2026-07-28T03:57:39.098873377+00:00,fdc53febd962a4a8a92a438403642e58952a10415c3e15fb62761a0f0ea4d54b,ok,
understat_rosters__Spain_La_Liga__2024_2025.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__Spain_La_Liga__2024_2025.parquet,understat_rosters,Spain La Liga,2024-2025,11900,24,1,0.412,2026-07-28T03:51:15.260522127+00:00,05b1d5d754b5e9c8278705132d7d36d7649835820d779b4d572ee0456e3ae17f,ok,
understat_rosters__Spain_La_Liga__2025_2026.parquet,C:\Users\calum\AppData\Local\Python\pythoncore-3.14-64\Lib\site-packages\data\raw\understat_rosters__Spain_La_Liga__2025_2026.parquet,understat_rosters,Spain La Liga,2025-2026,11984,24,1,0.419,2026-07-28T03:44:46.386830330+00:00,6f2ef160ad1a6e5330d09ef1e26aec6fce31c08526cc3be9583112c40a84f9f4,ok,
