Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,position_tokens,is_goalkeeper,is_defender,is_midfielder,is_forward,is_pure_midfielder,is_mixed_midfielder,Min_numeric,Age_numeric,TklW_per90,Int_per90,Fls_per90,Fld_per90,CrdY_per90,CrdR_per90,Crs_per90,Off_per90,meets_preferred_minutes
2566,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,25.0,2000.0,33,31,2615,29.1,1,0,1,1,0,0,8,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2566,fr FRA,MF,es La Liga,25.0,2000.0,29.1,1,45,7,15.6,1.55,0.24,0.02,0.14,0,0,3208,fr FRA,MF,es La Liga,25.0,2000.0,33,2615,79,76.5,29.1,31,83.0,20,2,16.0,1,2.33,57,26,31,1.07,-0.16,2566,fr FRA,MF,es La Liga,25.0,2000.0,29.1,8,0,0,31,27,0,8,45,41,0,MF,False,False,True,False,True,False,2615,25.0,1.40893470790378,1.5463917525773194,1.0652920962199313,0.9278350515463917,0.274914089347079,0.0,0.274914089347079,0.0,True
628,Diogo Dalot,pt POR,"DF,MF",Manchester Utd,eng Premier League,26.0,1999.0,34,29,2614,29.0,1,3,4,1,0,0,5,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,628,pt POR,"DF,MF",eng Premier League,26.0,1999.0,29.0,1,24,6,25.0,0.83,0.21,0.04,0.17,0,0,777,pt POR,"DF,MF",eng Premier League,26.0,1999.0,34,2614,77,76.4,29.0,29,86.0,22,5,27.0,1,1.88,58,40,18,0.62,0.51,628,pt POR,"DF,MF",eng Premier League,26.0,1999.0,29.0,5,0,0,25,14,4,57,26,30,0,"DF,MF",False,True,True,False,False,True,2614,26.0,1.0344827586206897,0.896551724137931,0.8620689655172413,0.4827586206896552,0.1724137931034483,0.0,1.9655172413793103,0.13793103448275862,True
1706,Bryan Mbeumo,cm CMR,"MF,FW",Manchester Utd,eng Premier League,25.0,1999.0,33,31,2609,29.0,11,3,14,11,0,0,4,0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,1706,cm CMR,"MF,FW",eng Premier League,25.0,1999.0,29.0,11,73,32,43.8,2.52,1.1,0.15,0.34,0,0,2104,cm CMR,"MF,FW",eng Premier League,25.0,1999.0,33,2609,79,76.3,29.0,31,83.0,13,2,19.0,0,1.97,57,36,21,0.72,0.95,1706,cm CMR,"MF,FW",eng Premier League,25.0,1999.0,29.0,4,0,0,23,28,7,105,7,11,0,"MF,FW",False,False,True,True,False,True,2609,25.0,0.3793103448275862,0.2413793103448276,0.7931034482758621,0.9655172413793104,0.13793103448275862,0.0,3.6206896551724137,0.2413793103448276,True
2378,Joe Scally,us USA,"DF,MF",Gladbach,de Bundesliga,22.0,2002.0,32,29,2608,29.0,2,3,5,2,0,0,8,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,2378,us USA,"DF,MF",de Bundesliga,22.0,2002.0,29.0,2,16,10,62.5,0.55,0.35,0.13,0.2,0,0,2961,us USA,"DF,MF",de Bundesliga,22.0,2002.0,32,2608,82,85.2,29.0,29,88.0,23,3,18.0,1,1.19,38,40,-2,-0.07,1.72,2378,us USA,"DF,MF",de Bundesliga,22.0,2002.0,29.0,8,0,0,33,51,3,47,18,27,1,"DF,MF",False,True,True,False,False,True,2608,22.0,0.9310344827586207,0.6206896551724138,1.1379310344827587,1.7586206896551724,0.27586206896551724,0.0,1.6206896551724137,0.10344827586206896,True
1402,Arsène Kouassi,bf BFA,MF,Lorient,fr Ligue 1,20.0,2004.0,31,30,2605,28.9,2,6,8,2,0,0,4,0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,1402,bf BFA,MF,fr Ligue 1,20.0,2004.0,28.9,2,9,5,55.6,0.31,0.17,0.22,0.4,0,0,1727,bf BFA,MF,fr Ligue 1,20.0,2004.0,31,2605,84,85.1,28.9,30,84.0,21,1,77.0,0,1.29,39,41,-2,-0.07,0.13,1402,bf BFA,MF,fr Ligue 1,20.0,2004.0,28.9,4,0,0,15,53,10,119,24,18,0,MF,False,False,True,False,True,False,2605,20.0,0.6228373702422145,0.8304498269896194,0.5190311418685122,1.8339100346020762,0.1384083044982699,0.0,4.11764705882353,0.34602076124567477,True
124,Samuele Angori,it ITA,MF,Pisa,it Serie A,21.0,2003.0,35,30,2599,28.9,0,2,2,0,0,0,2,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,124,it ITA,MF,it Serie A,21.0,2003.0,28.9,0,14,3,21.4,0.48,0.1,0.0,0.0,0,0,155,it ITA,MF,it Serie A,21.0,2003.0,35,2599,74,76.0,28.9,30,81.0,19,5,35.0,3,0.37,19,52,-33,-1.14,0.17,124,it ITA,MF,it Serie A,21.0,2003.0,28.9,2,0,0,17,54,3,165,23,25,0,MF,False,False,True,False,True,False,2599,21.0,0.8650519031141869,0.795847750865052,0.5882352941176471,1.8685121107266436,0.06920415224913495,0.0,5.709342560553633,0.10380622837370243,True
2121,Santiago Pierotti,ar ARG,"MF,FW",Lecce,it Serie A,24.0,2001.0,37,31,2597,28.9,1,2,3,1,0,0,4,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,2121,ar ARG,"MF,FW",it Serie A,24.0,2001.0,28.9,1,33,8,24.2,1.14,0.28,0.03,0.13,0,0,2627,ar ARG,"MF,FW",it Serie A,24.0,2001.0,37,2597,70,75.9,28.9,31,78.0,6,6,31.0,0,1.0,22,34,-12,-0.42,0.68,2121,ar ARG,"MF,FW",it Serie A,24.0,2001.0,28.9,4,0,0,67,23,7,21,21,51,0,"MF,FW",False,False,True,True,False,True,2597,24.0,1.7647058823529413,0.726643598615917,2.3183391003460208,0.795847750865052,0.1384083044982699,0.0,0.726643598615917,0.24221453287197234,True
492,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,25.0,2000.0,31,29,2585,28.7,2,3,5,2,0,1,6,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,492,ve VEN,MF,fr Ligue 1,25.0,2000.0,28.7,2,26,6,23.1,0.91,0.21,0.08,0.33,0,1,601,ve VEN,MF,fr Ligue 1,25.0,2000.0,31,2585,83,84.5,28.7,29,87.0,23,2,32.0,0,1.23,35,38,-3,-0.1,-0.86,492,ve VEN,MF,fr Ligue 1,25.0,2000.0,28.7,6,0,0,40,43,1,99,37,43,0,MF,False,False,True,False,True,False,2585,25.0,1.4982578397212545,1.289198606271777,1.3937282229965158,1.4982578397212545,0.20905923344947736,0.0,3.4494773519163764,0.03484320557491289,True
2110,Giuseppe Pezzella,it ITA,"MF,DF",Cremonese,it Serie A,27.0,1997.0,31,30,2585,28.7,0,1,1,0,0,0,8,1,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2110,it ITA,"MF,DF",it Serie A,27.0,1997.0,28.7,0,6,0,0.0,0.21,0.0,0.0,,0,0,2613,it ITA,"MF,DF",it Serie A,27.0,1997.0,31,2585,83,75.6,28.7,30,85.0,23,1,34.0,0,0.84,25,47,-22,-0.77,-0.44,2110,it ITA,"MF,DF",it Serie A,27.0,1997.0,28.7,8,1,0,49,32,8,128,11,32,0,"MF,DF",False,True,True,False,False,True,2585,27.0,1.1149825783972125,0.3832752613240418,1.7073170731707317,1.1149825783972125,0.2787456445993031,0.03484320557491289,4.45993031358885,0.2787456445993031,True
12,Matthis Abline,fr FRA,"FW,MF",Nantes,fr Ligue 1,22.0,2003.0,33,28,2584,28.7,6,4,10,6,0,1,6,0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,12,fr FRA,"FW,MF",fr Ligue 1,22.0,2003.0,28.7,6,84,22,26.2,2.93,0.77,0.07,0.27,0,1,14,fr FRA,"FW,MF",fr Ligue 1,22.0,2003.0,33,2584,78,84.4,28.7,28,88.0,20,5,26.0,0,0.61,25,49,-24,-0.84,-1.02,12,fr FRA,"FW,MF",fr Ligue 1,22.0,2003.0,28.7,6,0,0,32,42,5,62,9,13,0,"FW,MF",False,False,True,True,False,True,2584,22.0,0.4529616724738676,0.31358885017421606,1.1149825783972125,1.4634146341463414,0.20905923344947736,0.0,2.1602787456445993,0.17421602787456447,True
2160,Arkadiusz Pyrka,pl POL,MF,St Pauli,de Bundesliga,22.0,2002.0,31,30,2576,28.6,0,1,1,0,0,0,3,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2160,pl POL,MF,de Bundesliga,22.0,2002.0,28.6,0,19,3,15.8,0.66,0.1,0.0,0.0,0,0,2685,pl POL,MF,de Bundesliga,22.0,2002.0,31,2576,83,84.2,28.6,30,86.0,23,1,9.0,2,0.84,24,50,-26,-0.91,0.02,2160,pl POL,MF,de Bundesliga,22.0,2002.0,28.6,3,0,0,17,32,0,47,23,24,0,MF,False,False,True,False,True,False,2576,22.0,0.8391608391608392,0.8041958041958042,0.5944055944055944,1.1188811188811187,0.1048951048951049,0.0,1.6433566433566433,0.0,True
1884,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,23.0,2001.0,33,30,2566,28.5,4,4,8,4,0,0,2,0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,1884,sn SEN,MF,fr Ligue 1,23.0,2001.0,28.5,4,34,9,26.5,1.19,0.32,0.12,0.44,0,0,2333,sn SEN,MF,fr Ligue 1,23.0,2001.0,33,2566,78,83.9,28.5,30,83.0,15,3,26.0,0,1.03,25,32,-7,-0.25,0.67,1884,sn SEN,MF,fr Ligue 1,23.0,2001.0,28.5,2,0,0,22,37,5,92,17,32,0,MF,False,False,True,False,True,False,2566,23.0,1.1228070175438596,0.5964912280701754,0.7719298245614035,1.2982456140350878,0.07017543859649122,0.0,3.2280701754385963,0.17543859649122806,True
479,Carmona,es ESP,"DF,MF",Sevilla,es La Liga,23.0,2002.0,35,29,2565,28.5,1,3,4,1,0,0,13,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,479,es ESP,"DF,MF",es La Liga,23.0,2002.0,28.5,1,20,3,15.0,0.7,0.11,0.05,0.33,0,0,584,es ESP,"DF,MF",es La Liga,23.0,2002.0,35,2565,73,75.0,28.5,29,82.0,21,6,33.0,1,1.11,32,47,-15,-0.53,-0.63,479,es ESP,"DF,MF",es La Liga,23.0,2002.0,28.5,13,0,0,49,44,3,48,45,40,0,"DF,MF",False,True,True,False,False,True,2565,23.0,1.4035087719298245,1.5789473684210527,1.719298245614035,1.543859649122807,0.45614035087719296,0.0,1.6842105263157894,0.10526315789473684,True
1651,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23.0,2002.0,31,30,2559,28.4,2,2,4,2,0,0,12,1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,1651,de GER,"MF,DF",de Bundesliga,23.0,2002.0,28.4,2,23,4,17.4,0.81,0.14,0.09,0.5,0,0,2039,de GER,"MF,DF",de Bundesliga,23.0,2002.0,31,2559,83,83.6,28.4,30,85.0,22,1,14.0,0,1.0,41,50,-9,-0.32,0.58,1651,de GER,"MF,DF",de Bundesliga,23.0,2002.0,28.4,12,1,1,42,51,0,11,35,32,0,"MF,DF",False,True,True,False,False,True,2559,23.0,1.1267605633802817,1.2323943661971832,1.4788732394366197,1.795774647887324,0.4225352112676057,0.035211267605633804,0.38732394366197187,0.0,True
170,Arthur Atta,fr FRA,MF,Udinese,it Serie A,22.0,2003.0,32,29,2557,28.4,5,3,8,5,0,0,3,0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,170,fr FRA,MF,it Serie A,22.0,2003.0,28.4,5,57,20,35.1,2.01,0.7,0.09,0.25,0,0,209,fr FRA,MF,it Serie A,22.0,2003.0,32,2557,80,74.8,28.4,29,85.0,19,3,31.0,0,1.34,31,36,-5,-0.18,-0.38,170,fr FRA,MF,it Serie A,22.0,2003.0,28.4,3,0,0,23,32,8,56,23,17,0,MF,False,False,True,False,True,False,2557,22.0,0.5985915492957746,0.8098591549295775,0.8098591549295775,1.1267605633802817,0.10563380281690142,0.0,1.971830985915493,0.28169014084507044,True
857,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,24.0,2001.0,33,30,2554,28.4,2,3,5,2,0,0,5,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,857,it ITA,MF,it Serie A,24.0,2001.0,28.4,2,33,7,21.2,1.16,0.25,0.06,0.29,0,0,1051,it ITA,MF,it Serie A,24.0,2001.0,33,2554,77,74.7,28.4,30,82.0,14,3,34.0,4,1.09,31,42,-11,-0.39,-0.6,857,it ITA,MF,it Serie A,24.0,2001.0,28.4,5,0,0,23,45,0,84,18,31,0,MF,False,False,True,False,True,False,2554,24.0,1.091549295774648,0.6338028169014085,0.8098591549295775,1.5845070422535212,0.17605633802816903,0.0,2.9577464788732395,0.0,True
2756,Adam Wharton,eng ENG,MF,Crystal Palace,eng Premier League,21.0,2004.0,34,29,2552,28.4,1,5,6,1,0,0,6,1,0.21,,,,,,,,,,,,,,,,,,,,,,,,,2756,eng ENG,MF,eng Premier League,21.0,2004.0,28.4,1,32,6,18.8,1.13,0.21,0.03,0.17,0,0,3438,eng ENG,MF,eng Premier League,21.0,2004.0,34,2552,75,74.6,28.4,29,83.0,15,5,30.0,0,1.15,33,43,-10,-0.35,-0.35,2756,eng ENG,MF,eng Premier League,21.0,2004.0,28.4,6,1,1,35,31,0,86,27,36,0,MF,False,False,True,False,True,False,2552,21.0,1.267605633802817,0.9507042253521127,1.2323943661971832,1.091549295774648,0.21126760563380284,0.035211267605633804,3.028169014084507,0.0,True
2275,Valentin Rosier,fr FRA,"DF,MF",Osasuna,es La Liga,28.0,1996.0,31,30,2547,28.3,1,1,2,1,0,0,6,1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2275,fr FRA,"DF,MF",es La Liga,28.0,1996.0,28.3,1,19,3,15.8,0.67,0.11,0.05,0.33,0,0,2824,fr FRA,"DF,MF",es La Liga,28.0,1996.0,31,2547,82,74.5,28.3,30,84.0,22,1,22.0,1,1.16,29,37,-8,-0.28,-0.49,2275,fr FRA,"DF,MF",es La Liga,28.0,1996.0,28.3,6,1,1,33,20,3,46,43,32,0,"DF,MF",False,True,True,False,False,True,2547,28.0,1.1307420494699647,1.519434628975265,1.1660777385159011,0.7067137809187279,0.21201413427561838,0.0353356890459364,1.6254416961130742,0.10600706713780919,True
2603,Sandro Tonali,it ITA,MF,Newcastle United,eng Premier League,25.0,2000.0,35,31,2534,28.2,0,2,2,0,0,0,4,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,2603,it ITA,MF,eng Premier League,25.0,2000.0,28.2,0,37,8,21.6,1.31,0.28,0.0,0.0,0,0,3252,it ITA,MF,eng Premier League,25.0,2000.0,35,2534,72,74.1,28.2,31,80.0,16,4,12.0,0,1.31,32,37,-5,-0.18,-0.48,2603,it ITA,MF,eng Premier League,25.0,2000.0,28.2,4,0,0,24,42,1,95,28,25,0,MF,False,False,True,False,True,False,2534,25.0,0.8865248226950355,0.9929078014184397,0.851063829787234,1.4893617021276595,0.14184397163120568,0.0,3.368794326241135,0.03546099290780142,True
1737,Quentin Merlin,fr FRA,"DF,MF",Rennes,fr Ligue 1,23.0,2002.0,33,27,2533,28.1,1,5,6,1,0,0,2,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,1737,fr FRA,"DF,MF",fr Ligue 1,23.0,2002.0,28.1,1,26,7,26.9,0.92,0.25,0.04,0.14,0,0,2147,fr FRA,"DF,MF",fr Ligue 1,23.0,2002.0,33,2533,77,82.8,28.1,27,87.0,23,6,32.0,1,1.76,45,43,2,0.07,-1.12,1737,fr FRA,"DF,MF",fr Ligue 1,23.0,2002.0,28.1,2,0,0,22,30,5,156,29,38,0,"DF,MF",False,True,True,False,False,True,2533,23.0,1.3523131672597863,1.0320284697508897,0.7829181494661921,1.0676156583629892,0.07117437722419928,0.0,5.551601423487544,0.1779359430604982,True
1655,Iván Martín,es ESP,MF,Girona,es La Liga,26.0,1999.0,35,29,2532,28.1,0,1,1,0,0,0,5,1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1655,es ESP,MF,es La Liga,26.0,1999.0,28.1,0,13,5,38.5,0.46,0.18,0.0,0.0,0,0,2044,es ESP,MF,es La Liga,26.0,1999.0,35,2532,72,74.0,28.1,29,83.0,15,6,22.0,2,1.17,29,36,-7,-0.25,0.66,1655,es ESP,MF,es La Liga,26.0,1999.0,28.1,5,1,1,30,31,3,15,17,39,0,MF,False,False,True,False,True,False,2532,26.0,1.387900355871886,0.6049822064056939,1.0676156583629892,1.103202846975089,0.1779359430604982,0.03558718861209964,0.5338078291814946,0.10676156583629892,True
849,Edu Expósito,es ESP,MF,Espanyol,es La Liga,28.0,1996.0,36,32,2523,28.0,1,6,7,1,0,0,9,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,849,es ESP,MF,es La Liga,28.0,1996.0,28.0,1,44,13,29.5,1.57,0.46,0.02,0.08,0,0,1041,es ESP,MF,es La Liga,28.0,1996.0,36,2523,70,73.8,28.0,32,76.0,9,4,26.0,1,1.17,32,36,-4,-0.14,0.66,849,es ESP,MF,es La Liga,28.0,1996.0,28.0,9,0,0,28,42,2,254,24,29,0,MF,False,False,True,False,True,False,2523,28.0,1.0357142857142858,0.8571428571428571,1.0,1.5,0.32142857142857145,0.0,9.071428571428571,0.07142857142857142,True
1057,Álex Grimaldo,es ESP,MF,Leverkusen,de Bundesliga,29.0,1995.0,29,29,2521,28.0,8,7,15,5,3,3,5,0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,1057,es ESP,MF,de Bundesliga,29.0,1995.0,28.0,8,61,21,34.4,2.18,0.75,0.08,0.24,3,3,1312,es ESP,MF,de Bundesliga,29.0,1995.0,29,2521,87,82.4,28.0,29,87.0,25,0,,1,1.79,60,40,20,0.71,0.55,1057,es ESP,MF,de Bundesliga,29.0,1995.0,28.0,5,0,0,11,29,8,174,18,25,0,MF,False,False,True,False,True,False,2521,29.0,0.8928571428571429,0.6428571428571429,0.39285714285714285,1.0357142857142858,0.17857142857142858,0.0,6.214285714285714,0.2857142857142857,True
1515,Danny Loader,cm CMR,"MF,FW",Auxerre,fr Ligue 1,24.0,2000.0,30,29,2517,28.0,3,3,6,3,0,0,9,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,1515,cm CMR,"MF,FW",fr Ligue 1,24.0,2000.0,28.0,3,62,17,27.4,2.22,0.61,0.05,0.18,0,0,1876,cm CMR,"MF,FW",fr Ligue 1,24.0,2000.0,30,2517,84,82.3,28.0,29,86.0,17,1,29.0,0,0.93,27,36,-9,-0.32,-0.16,1515,cm CMR,"MF,FW",fr Ligue 1,24.0,2000.0,28.0,9,0,0,64,47,4,32,9,25,0,"MF,FW",False,False,True,True,False,True,2517,24.0,0.8928571428571429,0.32142857142857145,2.2857142857142856,1.6785714285714286,0.32142857142857145,0.0,1.1428571428571428,0.14285714285714285,True
226,Nicolò Barella,it ITA,MF,Inter,it Serie A,28.0,1997.0,34,31,2517,28.0,3,8,11,3,0,0,7,0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,226,it ITA,MF,it Serie A,28.0,1997.0,28.0,3,35,5,14.3,1.25,0.18,0.09,0.6,0,0,281,it ITA,MF,it Serie A,28.0,1997.0,34,2517,74,73.6,28.0,31,78.0,11,3,29.0,1,2.26,61,25,36,1.29,-0.51,226,it ITA,MF,it Serie A,28.0,1997.0,28.0,7,0,0,33,22,4,102,9,31,0,MF,False,False,True,False,True,False,2517,28.0,1.1071428571428572,0.32142857142857145,1.1785714285714286,0.7857142857142857,0.25,0.0,3.642857142857143,0.14285714285714285,True
1816,Tyler Morton,eng ENG,MF,Lyon,fr Ligue 1,22.0,2002.0,29,29,2517,28.0,2,2,4,2,0,0,6,1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,1816,eng ENG,MF,fr Ligue 1,22.0,2002.0,28.0,2,28,8,28.6,1.0,0.29,0.07,0.25,0,0,2249,eng ENG,MF,fr Ligue 1,22.0,2002.0,29,2517,87,82.3,28.0,29,87.0,22,0,,0,1.83,47,30,17,0.61,1.27,1816,eng ENG,MF,fr Ligue 1,22.0,2002.0,28.0,6,1,0,29,19,0,83,24,29,0,MF,False,False,True,False,True,False,2517,22.0,1.0357142857142858,0.8571428571428571,1.0357142857142858,0.6785714285714286,0.21428571428571427,0.03571428571428571,2.9642857142857144,0.0,True
45,Marc Aguado,es ESP,MF,Elche,es La Liga,25.0,2000.0,35,30,2500,27.8,1,2,3,1,0,0,3,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,45,es ESP,MF,es La Liga,25.0,2000.0,27.8,1,3,2,66.7,0.11,0.07,0.33,0.5,0,0,51,es ESP,MF,es La Liga,25.0,2000.0,35,2500,71,73.1,27.8,30,80.0,9,5,21.0,0,1.03,32,38,-6,-0.22,-0.02,45,es ESP,MF,es La Liga,25.0,2000.0,27.8,3,0,0,25,23,0,2,42,26,0,MF,False,False,True,False,True,False,2500,25.0,0.935251798561151,1.5107913669064748,0.8992805755395683,0.8273381294964028,0.1079136690647482,0.0,0.07194244604316546,0.0,True
2403,Sebastian Sebulonsen,no NOR,"DF,MF",Köln,de Bundesliga,25.0,2000.0,31,28,2498,27.8,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2403,no NOR,"DF,MF",de Bundesliga,25.0,2000.0,27.8,0,31,5,16.1,1.12,0.18,0.0,0.0,0,0,2989,no NOR,"DF,MF",de Bundesliga,25.0,2000.0,31,2498,81,81.6,27.8,28,85.0,20,3,36.0,0,1.0,35,52,-17,-0.61,-1.09,2403,no NOR,"DF,MF",de Bundesliga,25.0,2000.0,27.8,5,0,0,11,9,4,67,17,26,0,"DF,MF",False,True,True,False,False,True,2498,25.0,0.935251798561151,0.6115107913669064,0.39568345323741005,0.3237410071942446,0.17985611510791366,0.0,2.4100719424460433,0.14388489208633093,True
1811,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,22.0,2003.0,36,26,2495,27.7,2,3,5,2,0,0,8,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,1811,gn GUI,MF,es La Liga,22.0,2003.0,27.7,2,18,5,27.8,0.65,0.18,0.11,0.4,0,0,2243,gn GUI,MF,es La Liga,22.0,2003.0,36,2495,69,73.0,27.7,26,86.0,22,10,25.0,0,1.5,40,30,10,0.36,0.85,1811,gn GUI,MF,es La Liga,22.0,2003.0,27.7,8,0,0,40,58,0,2,24,42,0,MF,False,False,True,False,True,False,2495,22.0,1.516245487364621,0.8664259927797834,1.444043321299639,2.0938628158844765,0.2888086642599278,0.0,0.07220216606498195,0.0,True
619,Matheus Cunha,br BRA,"MF,FW",Manchester Utd,eng Premier League,26.0,1999.0,33,29,2494,27.7,10,2,12,10,0,0,4,0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,619,br BRA,"MF,FW",eng Premier League,26.0,1999.0,27.7,10,90,35,38.9,3.25,1.26,0.11,0.29,0,0,765,br BRA,"MF,FW",eng Premier League,26.0,1999.0,33,2494,76,72.9,27.7,29,83.0,16,4,24.0,1,1.88,48,35,13,0.47,-0.11,619,br BRA,"MF,FW",eng Premier League,26.0,1999.0,27.7,4,0,0,28,54,2,49,21,23,0,"MF,FW",False,False,True,True,False,True,2494,26.0,0.8303249097472925,0.7581227436823105,1.0108303249097472,1.9494584837545126,0.1444043321299639,0.0,1.7689530685920578,0.07220216606498195,True
2578,Jordan Teze,nl NED,"MF,DF",Monaco,fr Ligue 1,25.0,1999.0,33,28,2489,27.7,1,2,3,1,0,0,8,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,2578,nl NED,"MF,DF",fr Ligue 1,25.0,1999.0,27.7,1,14,5,35.7,0.51,0.18,0.07,0.2,0,0,3222,nl NED,"MF,DF",fr Ligue 1,25.0,1999.0,33,2489,75,81.3,27.7,28,83.0,18,5,35.0,1,1.55,52,44,8,0.29,0.6,2578,nl NED,"MF,DF",fr Ligue 1,25.0,1999.0,27.7,8,0,0,32,25,3,64,30,45,0,"MF,DF",False,True,True,False,False,True,2489,25.0,1.6245487364620939,1.0830324909747293,1.1552346570397112,0.9025270758122744,0.2888086642599278,0.0,2.3104693140794224,0.10830324909747292,True
830,Yannik Engelhardt,de GER,MF,Gladbach,de Bundesliga,24.0,2001.0,31,29,2487,27.6,2,2,4,2,0,0,7,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,830,de GER,MF,de Bundesliga,24.0,2001.0,27.6,2,21,5,23.8,0.76,0.18,0.1,0.4,0,0,1017,de GER,MF,de Bundesliga,24.0,2001.0,31,2487,80,81.3,27.6,29,85.0,22,2,18.0,0,1.19,38,39,-1,-0.04,1.53,830,de GER,MF,de Bundesliga,24.0,2001.0,27.6,7,0,0,41,34,0,6,36,23,0,MF,False,False,True,False,True,False,2487,24.0,0.8333333333333333,1.3043478260869565,1.4855072463768115,1.2318840579710144,0.25362318840579706,0.0,0.21739130434782608,0.0,True
975,Jean-Philippe Gbamin,ci CIV,"DF,MF",Metz,fr Ligue 1,29.0,1995.0,31,30,2485,27.6,1,1,2,1,0,0,2,1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,975,ci CIV,"DF,MF",fr Ligue 1,29.0,1995.0,27.6,1,14,7,50.0,0.51,0.25,0.07,0.14,0,0,1207,ci CIV,"DF,MF",fr Ligue 1,29.0,1995.0,31,2485,80,81.2,27.6,30,82.0,25,1,26.0,0,0.48,27,63,-36,-1.3,-0.05,975,ci CIV,"DF,MF",fr Ligue 1,29.0,1995.0,27.6,2,1,0,25,8,0,5,27,27,0,"DF,MF",False,True,True,False,False,True,2485,29.0,0.9782608695652173,0.9782608695652173,0.9057971014492753,0.2898550724637681,0.07246376811594203,0.036231884057971016,0.18115942028985507,0.0,True
1596,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,27.0,1997.0,30,28,2483,27.6,1,4,5,1,0,1,7,1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,1596,eng ENG,"DF,MF",fr Ligue 1,27.0,1997.0,27.6,1,14,7,50.0,0.51,0.25,0.07,0.14,0,1,1971,eng ENG,"DF,MF",fr Ligue 1,27.0,1997.0,30,2483,83,81.1,27.6,28,85.0,22,2,48.0,0,1.83,48,35,13,0.47,0.47,1596,eng ENG,"DF,MF",fr Ligue 1,27.0,1997.0,27.6,7,1,1,37,12,1,44,33,36,0,"DF,MF",False,True,True,False,False,True,2483,27.0,1.3043478260869565,1.1956521739130435,1.3405797101449275,0.43478260869565216,0.25362318840579706,0.036231884057971016,1.5942028985507246,0.036231884057971016,True
