Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,position_tokens,is_goalkeeper,is_defender,is_midfielder,is_forward,is_pure_midfielder,is_mixed_midfielder,Min_numeric,Age_numeric,TklW_per90,Int_per90,Fls_per90,Fld_per90,CrdY_per90,CrdR_per90,Crs_per90,Off_per90,meets_preferred_minutes
1695,Ibrahim Maza,dz ALG,MF,Leverkusen,de Bundesliga,19.0,2005.0,28,20,1849,20.5,3,4,7,3,0,0,2,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,1695,dz ALG,MF,de Bundesliga,19.0,2005.0,20.5,3,54,17,31.5,2.63,0.83,0.06,0.18,0,0,2091,dz ALG,MF,de Bundesliga,19.0,2005.0,28,1849,66,60.4,20.5,20,79.0,9,8,33.0,2,1.64,42,27,15,0.73,0.28,1695,dz ALG,MF,de Bundesliga,19.0,2005.0,20.5,2,0,0,19,36,3,64,16,24,0,MF,False,False,True,False,True,False,1849,19.0,1.170731707317073,0.7804878048780488,0.926829268292683,1.7560975609756098,0.0975609756097561,0.0,3.1219512195121952,0.14634146341463414,True
441,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,21.0,2004.0,24,22,1847,20.5,3,4,7,3,0,0,6,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,441,sn SEN,MF,fr Ligue 1,21.0,2004.0,20.5,3,25,4,16.0,1.22,0.19,0.12,0.75,0,0,541,sn SEN,MF,fr Ligue 1,21.0,2004.0,24,1847,77,60.4,20.5,22,82.0,15,2,17.0,0,1.88,40,27,13,0.63,1.15,441,sn SEN,MF,fr Ligue 1,21.0,2004.0,20.5,6,0,0,28,48,0,101,38,33,0,MF,False,False,True,False,True,False,1847,21.0,1.6097560975609757,1.853658536585366,1.3658536585365855,2.341463414634146,0.2926829268292683,0.0,4.926829268292683,0.0,True
2157,Cameron Puertas,ch SUI,MF,Werder Bremen,de Bundesliga,26.0,1998.0,28,22,1846,20.5,1,2,3,1,0,0,6,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2157,ch SUI,MF,de Bundesliga,26.0,1998.0,20.5,1,37,8,21.6,1.8,0.39,0.03,0.13,0,0,2681,ch SUI,MF,de Bundesliga,26.0,1998.0,28,1846,66,60.3,20.5,22,80.0,10,6,15.0,3,1.04,24,30,-6,-0.29,0.97,2157,ch SUI,MF,de Bundesliga,26.0,1998.0,20.5,6,0,0,37,22,2,77,19,37,0,MF,False,False,True,False,True,False,1846,26.0,1.8048780487804879,0.926829268292683,1.8048780487804879,1.0731707317073171,0.2926829268292683,0.0,3.7560975609756095,0.0975609756097561,True
1184,Callum Hudson-Odoi,eng ENG,MF,Nottingham Forest,eng Premier League,24.0,2000.0,30,21,1841,20.5,3,4,7,3,0,0,0,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,1184,eng ENG,MF,eng Premier League,24.0,2000.0,20.5,3,30,10,33.3,1.47,0.49,0.1,0.3,0,0,1461,eng ENG,MF,eng Premier League,24.0,2000.0,30,1841,61,53.8,20.5,21,75.0,4,9,31.0,0,1.0,21,26,-5,-0.24,-0.36,1184,eng ENG,MF,eng Premier League,24.0,2000.0,20.5,0,0,0,12,12,2,91,8,7,0,MF,False,False,True,False,True,False,1841,24.0,0.34146341463414637,0.3902439024390244,0.5853658536585366,0.5853658536585366,0.0,0.0,4.439024390243903,0.0975609756097561,True
1253,Oliver Jensen,dk DEN,MF,Parma,it Serie A,23.0,2002.0,34,19,1840,20.4,1,1,2,1,0,0,2,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1253,dk DEN,MF,it Serie A,23.0,2002.0,20.4,1,15,3,20.0,0.73,0.15,0.07,0.33,0,0,1542,dk DEN,MF,it Serie A,23.0,2002.0,34,1840,54,53.8,20.4,19,78.0,9,15,23.0,4,1.21,14,28,-14,-0.68,-0.46,1253,dk DEN,MF,it Serie A,23.0,2002.0,20.4,2,0,0,13,20,2,14,17,8,0,MF,False,False,True,False,True,False,1840,23.0,0.3921568627450981,0.8333333333333334,0.6372549019607844,0.9803921568627452,0.09803921568627452,0.0,0.6862745098039216,0.09803921568627452,True
2390,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27.0,1997.0,26,21,1837,20.4,3,1,4,3,0,0,6,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2390,at AUT,MF,de Bundesliga,27.0,1997.0,20.4,3,21,7,33.3,1.03,0.34,0.14,0.43,0,0,2973,at AUT,MF,de Bundesliga,27.0,1997.0,26,1837,71,60.0,20.4,21,83.0,16,5,21.0,1,1.88,40,29,11,0.54,-0.05,2390,at AUT,MF,de Bundesliga,27.0,1997.0,20.4,6,0,0,25,16,2,11,7,25,0,MF,False,False,True,False,True,False,1837,27.0,1.2254901960784315,0.3431372549019608,1.2254901960784315,0.7843137254901962,0.29411764705882354,0.0,0.5392156862745099,0.09803921568627452,True
1069,Gonçalo Guedes,pt POR,MF,Real Sociedad,es La Liga,28.0,1996.0,32,22,1823,20.3,8,4,12,8,0,0,3,0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,1069,pt POR,MF,es La Liga,28.0,1996.0,20.3,8,46,18,39.1,2.27,0.89,0.17,0.44,0,0,1325,pt POR,MF,es La Liga,28.0,1996.0,32,1823,57,53.3,20.3,22,72.0,5,10,25.0,0,1.31,32,26,6,0.3,0.75,1069,pt POR,MF,es La Liga,28.0,1996.0,20.3,3,0,0,18,33,13,70,4,16,0,MF,False,False,True,False,True,False,1823,28.0,0.7881773399014778,0.19704433497536944,0.8866995073891625,1.625615763546798,0.14778325123152708,0.0,3.4482758620689653,0.6403940886699507,True
391,Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,26.0,1999.0,34,21,1819,20.2,7,1,8,7,0,0,8,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,391,ca CAN,MF,es La Liga,26.0,1999.0,20.2,7,27,11,40.7,1.34,0.54,0.26,0.64,0,0,485,ca CAN,MF,es La Liga,26.0,1999.0,34,1819,54,53.2,20.2,21,72.0,5,13,24.0,2,1.76,35,18,17,0.84,0.34,391,ca CAN,MF,es La Liga,26.0,1999.0,20.2,8,0,0,18,36,8,33,22,19,0,MF,False,False,True,False,True,False,1819,26.0,0.9405940594059407,1.0891089108910892,0.8910891089108911,1.7821782178217822,0.39603960396039606,0.0,1.6336633663366338,0.39603960396039606,True
1451,Hugo Larsson,se SWE,MF,Eintracht Frankfurt,de Bundesliga,21.0,2004.0,25,21,1812,20.1,2,2,4,2,0,0,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1451,se SWE,MF,de Bundesliga,21.0,2004.0,20.1,2,13,6,46.2,0.65,0.3,0.15,0.33,0,0,1788,se SWE,MF,de Bundesliga,21.0,2004.0,25,1812,72,59.2,20.1,21,81.0,10,4,29.0,3,1.28,33,32,1,0.05,0.41,1451,se SWE,MF,de Bundesliga,21.0,2004.0,20.1,0,0,0,7,2,0,9,27,9,0,MF,False,False,True,False,True,False,1812,21.0,0.4477611940298507,1.3432835820895521,0.34825870646766166,0.09950248756218905,0.0,0.0,0.4477611940298507,0.0,True
1267,Ísak Jóhannesson,is ISL,MF,Köln,de Bundesliga,22.0,2003.0,31,21,1809,20.1,1,2,3,1,0,0,6,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,1267,is ISL,MF,de Bundesliga,22.0,2003.0,20.1,1,14,5,35.7,0.7,0.25,0.07,0.2,0,0,1557,is ISL,MF,de Bundesliga,22.0,2003.0,31,1809,58,59.1,20.1,21,76.0,8,10,22.0,1,0.97,25,39,-14,-0.7,-0.7,1267,is ISL,MF,de Bundesliga,22.0,2003.0,20.1,6,0,0,14,5,2,65,8,15,0,MF,False,False,True,False,True,False,1809,22.0,0.7462686567164178,0.3980099502487562,0.6965174129353233,0.24875621890547261,0.29850746268656714,0.0,3.233830845771144,0.09950248756218905,True
1600,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27.0,1998.0,31,23,1800,20.0,4,2,6,4,0,0,2,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,1600,fr FRA,MF,fr Ligue 1,27.0,1998.0,20.0,4,39,14,35.9,1.95,0.7,0.1,0.29,0,0,1975,fr FRA,MF,fr Ligue 1,27.0,1998.0,31,1800,58,58.8,20.0,23,70.0,2,8,23.0,3,1.35,27,26,1,0.05,0.34,1600,fr FRA,MF,fr Ligue 1,27.0,1998.0,20.0,2,0,0,12,35,0,18,14,16,1,MF,False,False,True,False,True,False,1800,27.0,0.8,0.7,0.6,1.75,0.1,0.0,0.9,0.0,True
1814,Nikola Moro,hr CRO,MF,Bologna,it Serie A,27.0,1998.0,30,19,1799,20.0,2,0,2,2,0,0,1,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1814,hr CRO,MF,it Serie A,27.0,1998.0,20.0,2,21,2,9.5,1.05,0.1,0.1,1.0,0,0,2246,hr CRO,MF,it Serie A,27.0,1998.0,30,1799,60,52.6,20.0,19,80.0,10,11,26.0,8,1.7,27,17,10,0.5,0.89,1814,hr CRO,MF,it Serie A,27.0,1998.0,20.0,1,0,0,18,17,1,49,19,8,0,MF,False,False,True,False,True,False,1799,27.0,0.4,0.95,0.9,0.85,0.05,0.0,2.45,0.05,True
2411,Antoine Semenyo,gh GHA,MF,Bournemouth,eng Premier League,25.0,2000.0,20,20,1798,20.0,10,3,13,9,1,2,6,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,2411,gh GHA,MF,eng Premier League,25.0,2000.0,20.0,10,49,27,55.1,2.45,1.35,0.18,0.33,1,2,2999,gh GHA,MF,eng Premier League,25.0,2000.0,20,1798,90,52.6,20.0,20,90.0,18,0,,0,1.25,31,38,-7,-0.35,-0.96,2411,gh GHA,MF,eng Premier League,25.0,2000.0,20.0,6,0,0,37,14,12,28,6,20,0,MF,False,False,True,False,True,False,1798,25.0,1.0,0.3,1.85,0.7,0.3,0.0,1.4,0.6,True
1529,Fermin López,es ESP,MF,Barcelona,es La Liga,22.0,2003.0,30,19,1797,20.0,6,9,15,6,0,0,3,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,1529,es ESP,MF,es La Liga,22.0,2003.0,20.0,6,68,25,36.8,3.41,1.25,0.09,0.24,0,0,1893,es ESP,MF,es La Liga,22.0,2003.0,30,1797,60,52.5,20.0,19,75.0,7,11,33.0,1,2.63,54,18,36,1.8,0.53,1529,es ESP,MF,es La Liga,22.0,2003.0,20.0,3,0,0,34,20,5,36,7,22,0,MF,False,False,True,False,True,False,1797,22.0,1.1,0.35,1.7,1.0,0.15,0.0,1.8,0.25,True
516,Fares Chaïbi,dz ALG,MF,Eintracht Frankfurt,de Bundesliga,22.0,2002.0,28,21,1792,19.9,2,9,11,2,0,0,2,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,516,dz ALG,MF,de Bundesliga,22.0,2002.0,19.9,2,35,9,25.7,1.76,0.45,0.06,0.22,0,0,636,dz ALG,MF,de Bundesliga,22.0,2002.0,28,1792,64,58.6,19.9,21,77.0,8,7,26.0,2,1.36,40,38,2,0.1,0.53,516,dz ALG,MF,de Bundesliga,22.0,2002.0,19.9,2,0,0,14,21,5,91,13,21,0,MF,False,False,True,False,True,False,1792,22.0,1.0552763819095479,0.6532663316582915,0.7035175879396985,1.0552763819095479,0.10050251256281408,0.0,4.572864321608041,0.2512562814070352,True
2332,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25.0,2000.0,28,22,1788,19.9,4,0,4,2,2,2,4,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,2332,es ESP,MF,es La Liga,25.0,2000.0,19.9,4,48,15,31.3,2.42,0.76,0.04,0.13,2,2,2902,es ESP,MF,es La Liga,25.0,2000.0,28,1788,64,52.3,19.9,22,71.0,2,6,37.0,0,1.0,17,25,-8,-0.4,-0.02,2332,es ESP,MF,es La Liga,25.0,2000.0,19.9,4,1,0,28,28,0,23,3,14,0,MF,False,False,True,False,True,False,1788,25.0,0.7035175879396985,0.15075376884422112,1.407035175879397,1.407035175879397,0.20100502512562815,0.05025125628140704,1.155778894472362,0.0,True
270,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19.0,2005.0,32,20,1786,19.8,0,1,1,0,0,0,2,1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,270,eng ENG,MF,de Bundesliga,19.0,2005.0,19.8,0,19,6,31.6,0.96,0.3,0.0,0.0,0,0,334,eng ENG,MF,de Bundesliga,19.0,2005.0,32,1786,56,58.4,19.8,20,80.0,11,12,15.0,0,2.16,44,20,24,1.21,0.36,270,eng ENG,MF,de Bundesliga,19.0,2005.0,19.8,2,1,0,15,20,0,5,41,23,0,MF,False,False,True,False,True,False,1786,19.0,1.1616161616161615,2.0707070707070705,0.7575757575757576,1.0101010101010102,0.10101010101010101,0.050505050505050504,0.25252525252525254,0.0,True
532,Rayan Cherki,fr FRA,MF,Manchester City,eng Premier League,21.0,2003.0,33,19,1786,19.8,4,12,16,4,0,0,1,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,532,fr FRA,MF,eng Premier League,21.0,2003.0,19.8,4,55,13,23.6,2.77,0.66,0.07,0.31,0,0,658,fr FRA,MF,eng Premier League,21.0,2003.0,33,1786,54,52.2,19.8,19,77.0,5,14,23.0,1,2.06,40,19,21,1.06,-0.1,532,fr FRA,MF,eng Premier League,21.0,2003.0,19.8,1,0,0,18,34,1,80,7,16,0,MF,False,False,True,False,True,False,1786,21.0,0.8080808080808081,0.35353535353535354,0.9090909090909091,1.7171717171717171,0.050505050505050504,0.0,4.040404040404041,0.050505050505050504,True
25,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,26.0,1999.0,25,21,1773,19.7,2,2,4,2,0,0,8,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,25,us USA,MF,eng Premier League,26.0,1999.0,19.7,2,10,6,60.0,0.51,0.3,0.2,0.33,0,0,29,us USA,MF,eng Premier League,26.0,1999.0,25,1773,71,51.8,19.7,21,79.0,10,4,28.0,1,1.52,25,28,-3,-0.15,-0.53,25,us USA,MF,eng Premier League,26.0,1999.0,19.7,8,0,0,36,13,1,3,30,24,0,MF,False,False,True,False,True,False,1773,26.0,1.218274111675127,1.5228426395939088,1.8274111675126905,0.6598984771573604,0.40609137055837563,0.0,0.15228426395939088,0.050761421319796954,True
2680,Charles Vanhoutte,be BEL,MF,Nice,fr Ligue 1,26.0,1998.0,26,21,1772,19.7,0,2,2,0,0,0,7,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,2680,be BEL,MF,fr Ligue 1,26.0,1998.0,19.7,0,5,1,20.0,0.25,0.05,0.0,0.0,0,0,3344,be BEL,MF,fr Ligue 1,26.0,1998.0,26,1772,68,57.9,19.7,21,81.0,10,5,15.0,3,1.04,23,33,-10,-0.51,0.4,2680,be BEL,MF,fr Ligue 1,26.0,1998.0,19.7,7,0,0,35,8,0,13,21,28,0,MF,False,False,True,False,True,False,1772,26.0,1.4213197969543148,1.0659898477157361,1.7766497461928934,0.40609137055837563,0.3553299492385787,0.0,0.6598984771573604,0.0,True
1812,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,26.0,1999.0,32,22,1765,19.6,3,0,3,3,0,0,5,1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,1812,es ESP,MF,es La Liga,26.0,1999.0,19.6,3,13,4,30.8,0.66,0.2,0.23,0.75,0,0,2244,es ESP,MF,es La Liga,26.0,1999.0,32,1765,55,51.6,19.6,22,72.0,2,10,18.0,2,1.16,26,29,-3,-0.15,0.23,1812,es ESP,MF,es La Liga,26.0,1999.0,19.6,5,1,1,28,12,0,11,19,30,0,MF,False,False,True,False,True,False,1765,26.0,1.530612244897959,0.9693877551020408,1.4285714285714284,0.6122448979591836,0.25510204081632654,0.0510204081632653,0.5612244897959183,0.0,True
2521,Petar Sucic,hr CRO,MF,Inter,it Serie A,21.0,2003.0,34,21,1765,19.6,2,2,4,2,0,0,5,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2521,hr CRO,MF,it Serie A,21.0,2003.0,19.6,2,22,6,27.3,1.12,0.31,0.09,0.33,0,0,3152,hr CRO,MF,it Serie A,21.0,2003.0,34,1765,52,51.6,19.6,21,74.0,7,13,16.0,3,2.21,42,21,21,1.07,-0.72,2521,hr CRO,MF,it Serie A,21.0,2003.0,19.6,5,0,0,30,25,0,43,9,25,0,MF,False,False,True,False,True,False,1765,21.0,1.2755102040816326,0.4591836734693877,1.530612244897959,1.2755102040816326,0.25510204081632654,0.0,2.193877551020408,0.0,True
2489,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26.0,1999.0,24,22,1764,19.6,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2489,br BRA,MF,de Bundesliga,26.0,1999.0,19.6,0,9,2,22.2,0.46,0.1,0.0,0.0,0,0,3108,br BRA,MF,de Bundesliga,26.0,1999.0,24,1764,74,57.6,19.6,22,80.0,12,2,3.0,8,0.88,24,35,-11,-0.56,0.34,2489,br BRA,MF,de Bundesliga,26.0,1999.0,19.6,5,0,0,40,23,0,4,25,32,0,MF,False,False,True,False,True,False,1764,26.0,1.6326530612244896,1.2755102040816326,2.0408163265306123,1.173469387755102,0.25510204081632654,0.0,0.2040816326530612,0.0,True
231,Ander Barrenetxea,es ESP,MF,Real Sociedad,es La Liga,23.0,2001.0,30,22,1763,19.6,3,5,8,3,0,0,5,0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,231,es ESP,MF,es La Liga,23.0,2001.0,19.6,3,35,11,31.4,1.79,0.56,0.09,0.27,0,0,288,es ESP,MF,es La Liga,23.0,2001.0,30,1763,59,51.5,19.6,22,69.0,5,8,30.0,0,1.27,29,27,2,0.1,0.32,231,es ESP,MF,es La Liga,23.0,2001.0,19.6,5,0,0,37,30,5,72,17,18,0,MF,False,False,True,False,True,False,1763,23.0,0.9183673469387754,0.8673469387755102,1.887755102040816,1.530612244897959,0.25510204081632654,0.0,3.6734693877551017,0.25510204081632654,True
345,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,21.0,2003.0,27,22,1762,19.6,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,345,fr FRA,MF,it Serie A,21.0,2003.0,19.6,0,8,2,25.0,0.41,0.1,0.0,0.0,0,0,427,fr FRA,MF,it Serie A,21.0,2003.0,27,1762,65,51.5,19.6,22,73.0,8,5,33.0,3,0.85,16,30,-14,-0.72,-0.12,345,fr FRA,MF,it Serie A,21.0,2003.0,19.6,5,0,0,39,33,0,3,9,16,0,MF,False,False,True,False,True,False,1762,21.0,0.8163265306122448,0.4591836734693877,1.9897959183673468,1.683673469387755,0.25510204081632654,0.0,0.1530612244897959,0.0,True
2025,Azzedine Ounahi,ma MAR,MF,Girona,es La Liga,25.0,2000.0,24,20,1760,19.6,5,2,7,4,1,1,6,0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,2025,ma MAR,MF,es La Liga,25.0,2000.0,19.6,5,51,19,37.3,2.61,0.97,0.08,0.21,1,1,2505,ma MAR,MF,es La Liga,25.0,2000.0,24,1760,73,51.5,19.6,20,83.0,10,4,28.0,0,1.0,22,23,-1,-0.05,0.76,2025,ma MAR,MF,es La Liga,25.0,2000.0,19.6,6,0,0,18,63,1,41,16,15,0,MF,False,False,True,False,True,False,1760,25.0,0.7653061224489796,0.8163265306122448,0.9183673469387754,3.214285714285714,0.3061224489795918,0.0,2.0918367346938775,0.0510204081632653,True
786,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,20.0,2004.0,30,21,1759,19.5,1,0,1,1,0,0,8,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,786,cm CMR,MF,fr Ligue 1,20.0,2004.0,19.5,1,22,4,18.2,1.13,0.2,0.05,0.25,0,0,966,cm CMR,MF,fr Ligue 1,20.0,2004.0,30,1759,59,57.5,19.5,21,77.0,7,9,17.0,2,1.07,17,31,-14,-0.72,-0.85,786,cm CMR,MF,fr Ligue 1,20.0,2004.0,19.5,8,0,0,29,34,0,16,24,21,0,MF,False,False,True,False,True,False,1759,20.0,1.0769230769230769,1.2307692307692308,1.4871794871794872,1.7435897435897436,0.41025641025641024,0.0,0.8205128205128205,0.0,True
1994,Amadou Onana,be BEL,MF,Aston Villa,eng Premier League,23.0,2001.0,25,21,1758,19.5,2,0,2,2,0,0,3,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1994,be BEL,MF,eng Premier League,23.0,2001.0,19.5,2,19,7,36.8,0.97,0.36,0.11,0.29,0,0,2467,be BEL,MF,eng Premier League,23.0,2001.0,25,1758,70,51.4,19.5,21,81.0,11,4,17.0,1,1.96,28,26,2,0.1,-0.17,1994,be BEL,MF,eng Premier League,23.0,2001.0,19.5,3,0,0,20,25,0,0,19,30,0,MF,False,False,True,False,True,False,1758,23.0,1.5384615384615385,0.9743589743589743,1.0256410256410255,1.2820512820512822,0.15384615384615385,0.0,0.0,0.0,True
996,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,21.0,2004.0,29,23,1756,19.5,0,1,1,0,0,0,5,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,996,lt LTU,MF,it Serie A,21.0,2004.0,19.5,0,27,5,18.5,1.38,0.26,0.0,0.0,0,0,1234,lt LTU,MF,it Serie A,21.0,2004.0,29,1756,61,51.3,19.5,23,72.0,8,6,17.0,5,1.31,19,32,-13,-0.67,-0.34,996,lt LTU,MF,it Serie A,21.0,2004.0,19.5,5,0,0,43,32,1,64,23,28,0,MF,False,False,True,False,True,False,1756,21.0,1.435897435897436,1.1794871794871795,2.2051282051282053,1.641025641025641,0.2564102564102564,0.0,3.282051282051282,0.05128205128205128,True
393,Emi Buendía,ar ARG,MF,Aston Villa,eng Premier League,28.0,1996.0,36,21,1755,19.5,6,2,8,6,0,0,6,0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,393,ar ARG,MF,eng Premier League,28.0,1996.0,19.5,6,49,13,26.5,2.51,0.67,0.12,0.46,0,0,487,ar ARG,MF,eng Premier League,28.0,1996.0,36,1755,49,51.3,19.5,21,68.0,3,15,22.0,1,1.78,21,24,-3,-0.15,-0.69,393,ar ARG,MF,eng Premier League,28.0,1996.0,19.5,6,0,0,41,45,1,10,13,27,0,MF,False,False,True,False,True,False,1755,28.0,1.3846153846153846,0.6666666666666666,2.1025641025641026,2.3076923076923075,0.3076923076923077,0.0,0.5128205128205128,0.05128205128205128,True
765,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,22.0,2003.0,24,22,1750,19.4,5,4,9,5,0,0,6,0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,765,ml MLI,MF,fr Ligue 1,22.0,2003.0,19.4,5,43,14,32.6,2.21,0.72,0.12,0.36,0,0,938,ml MLI,MF,fr Ligue 1,22.0,2003.0,24,1750,73,57.2,19.4,22,78.0,4,2,22.0,0,1.33,30,25,5,0.26,1.43,765,ml MLI,MF,fr Ligue 1,22.0,2003.0,19.4,6,0,0,29,21,2,20,20,30,0,MF,False,False,True,False,True,False,1750,22.0,1.5463917525773196,1.0309278350515465,1.4948453608247423,1.0824742268041239,0.30927835051546393,0.0,1.0309278350515465,0.10309278350515465,True
1166,Jack Hinshelwood,eng ENG,MF,Brighton,eng Premier League,20.0,2005.0,27,20,1741,19.3,4,3,7,4,0,0,0,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1166,eng ENG,MF,eng Premier League,20.0,2005.0,19.3,4,37,15,40.5,1.91,0.78,0.11,0.27,0,0,1442,eng ENG,MF,eng Premier League,20.0,2005.0,27,1741,64,50.9,19.3,20,76.0,4,7,32.0,2,1.33,23,23,0,0.0,-0.32,1166,eng ENG,MF,eng Premier League,20.0,2005.0,19.3,0,0,0,32,12,2,7,6,13,1,MF,False,False,True,False,True,False,1741,20.0,0.6735751295336787,0.31088082901554404,1.6580310880829014,0.6217616580310881,0.0,0.0,0.3626943005181347,0.10362694300518134,True
237,Toma Bašić,hr CRO,MF,Lazio,it Serie A,28.0,1996.0,23,23,1735,19.3,2,3,5,2,0,0,0,1,0.26,,,,,,,,,,,,,,,,,,,,,,,,,237,hr CRO,MF,it Serie A,28.0,1996.0,19.3,2,30,12,40.0,1.56,0.62,0.07,0.17,0,0,296,hr CRO,MF,it Serie A,28.0,1996.0,23,1735,75,50.7,19.3,23,75.0,10,0,,3,1.52,22,20,2,0.1,0.16,237,hr CRO,MF,it Serie A,28.0,1996.0,19.3,0,1,0,20,19,0,48,9,16,0,MF,False,False,True,False,True,False,1735,28.0,0.8290155440414507,0.46632124352331605,1.0362694300518134,0.9844559585492227,0.0,0.05181347150259067,2.4870466321243523,0.0,True
1985,Olasagasti,es ESP,MF,Levante,es La Liga,24.0,2000.0,33,18,1734,19.3,1,5,6,1,0,0,2,1,0.31,,,,,,,,,,,,,,,,,,,,,,,,,1985,es ESP,MF,es La Liga,24.0,2000.0,19.3,1,28,9,32.1,1.45,0.47,0.04,0.11,0,0,2453,es ESP,MF,es La Liga,24.0,2000.0,33,1734,53,50.7,19.3,18,81.0,9,15,18.0,2,1.12,28,32,-4,-0.21,0.33,1985,es ESP,MF,es La Liga,24.0,2000.0,19.3,2,1,0,20,33,0,106,14,15,0,MF,False,False,True,False,True,False,1734,24.0,0.7772020725388601,0.7253886010362695,1.0362694300518134,1.709844559585492,0.10362694300518134,0.05181347150259067,5.492227979274611,0.0,True
1561,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28.0,1996.0,26,20,1734,19.3,1,2,3,1,0,0,9,0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,1561,rs SRB,MF,eng Premier League,28.0,1996.0,19.3,1,18,6,33.3,0.93,0.31,0.06,0.17,0,0,1932,rs SRB,MF,eng Premier League,28.0,1996.0,26,1734,67,50.7,19.3,20,80.0,12,6,24.0,3,1.19,16,22,-6,-0.31,-0.42,1561,rs SRB,MF,eng Premier League,28.0,1996.0,19.3,9,0,0,53,25,2,68,16,28,0,MF,False,False,True,False,True,False,1734,28.0,1.450777202072539,0.8290155440414507,2.7461139896373057,1.2953367875647668,0.46632124352331605,0.0,3.523316062176166,0.10362694300518134,True
