Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,position_tokens,is_goalkeeper,is_defender,is_midfielder,is_forward,is_pure_midfielder,is_mixed_midfielder,Min_numeric,Age_numeric,TklW_per90,Int_per90,Fls_per90,Fld_per90,CrdY_per90,CrdR_per90,Crs_per90,Off_per90,meets_preferred_minutes
2587,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,26.0,1999.0,32,27,2460,27.3,4,4,8,4,0,0,9,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,2587,no NOR,MF,it Serie A,26.0,1999.0,27.3,4,43,13,30.2,1.57,0.48,0.09,0.31,0,0,3232,no NOR,MF,it Serie A,26.0,1999.0,32,2460,77,71.9,27.3,27,86.0,24,5,26.0,0,1.5,39,36,3,0.11,0.77,2587,no NOR,MF,it Serie A,26.0,1999.0,27.3,9,0,0,34,57,1,13,31,20,0,MF,False,False,True,False,True,False,2460,26.0,0.7326007326007326,1.1355311355311355,1.2454212454212454,2.087912087912088,0.32967032967032966,0.0,0.47619047619047616,0.03663003663003663,True
1391,Manu Koné,fr FRA,MF,Roma,it Serie A,24.0,2001.0,29,28,2456,27.3,2,3,5,2,0,0,2,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,1391,fr FRA,MF,it Serie A,24.0,2001.0,27.3,2,21,5,23.8,0.77,0.18,0.1,0.4,0,0,1712,fr FRA,MF,it Serie A,24.0,2001.0,29,2456,85,71.8,27.3,28,87.0,24,1,19.0,0,1.93,40,20,20,0.73,-0.01,1391,fr FRA,MF,it Serie A,24.0,2001.0,27.3,2,0,0,47,53,2,1,20,27,0,MF,False,False,True,False,True,False,2456,24.0,0.9890109890109889,0.7326007326007326,1.7216117216117215,1.9413919413919414,0.07326007326007326,0.0,0.03663003663003663,0.07326007326007326,True
2533,Daniel Svensson,se SWE,MF,Dortmund,de Bundesliga,23.0,2002.0,33,27,2454,27.3,2,2,4,2,0,0,0,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2533,se SWE,MF,de Bundesliga,23.0,2002.0,27.3,2,12,4,33.3,0.44,0.15,0.17,0.5,0,0,3167,se SWE,MF,de Bundesliga,23.0,2002.0,33,2454,74,80.2,27.3,27,86.0,22,6,22.0,1,2.12,54,28,26,0.95,-0.53,2533,se SWE,MF,de Bundesliga,23.0,2002.0,27.3,0,0,0,28,22,2,129,20,26,0,MF,False,False,True,False,True,False,2454,23.0,0.9523809523809523,0.7326007326007326,1.0256410256410255,0.8058608058608059,0.0,0.0,4.725274725274725,0.07326007326007326,True
1086,Bruno Guimarães,br BRA,MF,Newcastle United,eng Premier League,27.0,1997.0,29,27,2453,27.3,9,5,14,7,2,2,6,0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,1086,br BRA,MF,eng Premier League,27.0,1997.0,27.3,9,42,23,54.8,1.54,0.84,0.17,0.3,2,2,1345,br BRA,MF,eng Premier League,27.0,1997.0,29,2453,85,71.7,27.3,27,88.0,19,2,37.0,1,1.45,43,36,7,0.26,1.09,1086,br BRA,MF,eng Premier League,27.0,1997.0,27.3,6,0,0,45,75,2,82,16,41,0,MF,False,False,True,False,True,False,2453,27.0,1.5018315018315018,0.5860805860805861,1.6483516483516483,2.7472527472527473,0.21978021978021978,0.0,3.0036630036630036,0.07326007326007326,True
2755,Wesley,br BRA,MF,Roma,it Serie A,21.0,2003.0,30,28,2448,27.2,5,0,5,5,0,0,7,2,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2755,br BRA,MF,it Serie A,21.0,2003.0,27.2,5,25,13,52.0,0.92,0.48,0.2,0.38,0,0,3437,br BRA,MF,it Serie A,21.0,2003.0,30,2448,82,71.6,27.2,28,85.0,17,2,37.0,0,2.0,47,17,30,1.1,1.29,2755,br BRA,MF,it Serie A,21.0,2003.0,27.2,7,2,1,36,57,2,95,23,40,0,MF,False,False,True,False,True,False,2448,21.0,1.4705882352941178,0.8455882352941176,1.3235294117647058,2.0955882352941178,0.2573529411764706,0.07352941176470588,3.4926470588235294,0.07352941176470588,True
709,Luis Díaz,co COL,MF,Bayern Munich,de Bundesliga,28.0,1997.0,32,27,2447,27.2,15,14,29,15,0,0,7,1,1.07,,,,,,,,,,,,,,,,,,,,,,,,,709,co COL,MF,de Bundesliga,28.0,1997.0,27.2,15,88,37,42.0,3.24,1.36,0.17,0.41,0,0,873,co COL,MF,de Bundesliga,28.0,1997.0,32,2447,76,80.0,27.2,27,84.0,19,5,37.0,0,2.66,98,29,69,2.54,0.04,709,co COL,MF,de Bundesliga,28.0,1997.0,27.2,7,1,1,35,38,26,45,17,13,0,MF,False,False,True,False,True,False,2447,28.0,0.47794117647058826,0.625,1.286764705882353,1.397058823529412,0.2573529411764706,0.03676470588235294,1.6544117647058825,0.9558823529411765,True
2588,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,24.0,2001.0,35,30,2442,27.1,3,3,6,3,0,0,2,0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,2588,fr FRA,MF,it Serie A,24.0,2001.0,27.1,3,50,15,30.0,1.84,0.55,0.06,0.2,0,0,3233,fr FRA,MF,it Serie A,24.0,2001.0,35,2442,70,71.4,27.1,30,77.0,14,5,25.0,1,1.8,49,25,24,0.88,0.61,2588,fr FRA,MF,it Serie A,24.0,2001.0,27.1,2,0,0,38,12,3,16,12,32,0,MF,False,False,True,False,True,False,2442,24.0,1.1808118081180812,0.44280442804428044,1.4022140221402213,0.44280442804428044,0.07380073800738007,0.0,0.5904059040590406,0.11070110701107011,True
406,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,24.0,2001.0,30,30,2430,27.0,4,5,9,4,0,0,7,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,406,nl NED,MF,de Bundesliga,24.0,2001.0,27.0,4,36,13,36.1,1.33,0.48,0.11,0.31,0,0,501,nl NED,MF,de Bundesliga,24.0,2001.0,30,2430,81,79.4,27.0,30,81.0,18,0,,0,1.9,52,35,17,0.63,1.2,406,nl NED,MF,de Bundesliga,24.0,2001.0,27.0,7,1,0,57,12,1,89,19,42,0,MF,False,False,True,False,True,False,2430,24.0,1.5555555555555556,0.7037037037037037,2.111111111111111,0.4444444444444444,0.25925925925925924,0.037037037037037035,3.2962962962962963,0.037037037037037035,True
1673,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24.0,2001.0,33,29,2427,27.0,2,1,3,2,0,0,5,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,1673,fr FRA,MF,de Bundesliga,24.0,2001.0,27.0,2,20,6,30.0,0.74,0.22,0.1,0.33,0,0,2065,fr FRA,MF,de Bundesliga,24.0,2001.0,33,2427,74,79.3,27.0,29,80.0,14,4,26.0,0,1.27,31,52,-21,-0.78,-1.49,1673,fr FRA,MF,de Bundesliga,24.0,2001.0,27.0,5,0,0,25,23,0,17,36,18,0,MF,False,False,True,False,True,False,2427,24.0,0.6666666666666666,1.3333333333333333,0.9259259259259259,0.8518518518518519,0.18518518518518517,0.0,0.6296296296296297,0.0,True
1621,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28.0,1997.0,34,30,2421,26.9,7,3,10,6,1,1,7,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,1621,it ITA,MF,it Serie A,28.0,1997.0,26.9,7,64,18,28.1,2.38,0.67,0.09,0.33,1,1,2000,it ITA,MF,it Serie A,28.0,1997.0,34,2421,71,70.8,26.9,30,75.0,11,4,41.0,1,1.03,29,33,-4,-0.15,0.3,1621,it ITA,MF,it Serie A,28.0,1997.0,26.9,7,0,0,37,56,0,69,15,24,0,MF,False,False,True,False,True,False,2421,28.0,0.892193308550186,0.5576208178438662,1.3754646840148699,2.0817843866171004,0.26022304832713755,0.0,2.5650557620817844,0.0,True
1231,Alex Iwobi,ng NGA,MF,Fulham,eng Premier League,29.0,1996.0,29,29,2419,26.9,4,3,7,4,0,0,3,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,1231,ng NGA,MF,eng Premier League,29.0,1996.0,26.9,4,39,15,38.5,1.45,0.56,0.1,0.27,0,0,1514,ng NGA,MF,eng Premier League,29.0,1996.0,29,2419,83,70.7,26.9,29,83.0,12,0,,0,1.31,36,40,-4,-0.15,-0.15,1231,ng NGA,MF,eng Premier League,29.0,1996.0,26.9,3,0,0,8,10,1,88,15,18,0,MF,False,False,True,False,True,False,2419,29.0,0.6691449814126395,0.5576208178438662,0.29739776951672864,0.3717472118959108,0.11152416356877325,0.0,3.271375464684015,0.03717472118959108,True
783,Aron Dønnum,no NOR,MF,Toulouse,fr Ligue 1,27.0,1998.0,28,28,2419,26.9,4,4,8,1,3,3,10,1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,783,no NOR,MF,fr Ligue 1,27.0,1998.0,26.9,4,40,14,35.0,1.49,0.52,0.03,0.07,3,3,963,no NOR,MF,fr Ligue 1,27.0,1998.0,28,2419,86,79.1,26.9,28,86.0,23,0,,0,1.29,41,37,4,0.15,0.57,783,no NOR,MF,fr Ligue 1,27.0,1998.0,26.9,10,1,1,42,38,0,140,29,29,0,MF,False,False,True,False,True,False,2419,27.0,1.0780669144981414,1.0780669144981414,1.5613382899628254,1.412639405204461,0.3717472118959108,0.03717472118959108,5.204460966542751,0.0,True
746,Tyrhys Dolan,eng ENG,MF,Espanyol,es La Liga,23.0,2001.0,36,28,2415,26.8,2,5,7,2,0,0,7,1,0.26,,,,,,,,,,,,,,,,,,,,,,,,,746,eng ENG,MF,es La Liga,23.0,2001.0,26.8,2,34,12,35.3,1.27,0.45,0.06,0.17,0,0,913,eng ENG,MF,es La Liga,23.0,2001.0,36,2415,67,70.6,26.8,28,76.0,3,8,36.0,0,1.11,32,39,-7,-0.26,0.19,746,eng ENG,MF,es La Liga,23.0,2001.0,26.8,7,1,1,37,46,5,105,15,35,0,MF,False,False,True,False,True,False,2415,23.0,1.3059701492537312,0.5597014925373134,1.380597014925373,1.716417910447761,0.26119402985074625,0.03731343283582089,3.917910447761194,0.18656716417910446,True
566,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,28.0,1996.0,34,28,2407,26.7,3,6,9,3,0,0,5,1,0.34,,,,,,,,,,,,,,,,,,,,,,,,,566,es ESP,MF,es La Liga,28.0,1996.0,26.7,3,27,7,25.9,1.01,0.26,0.11,0.43,0,0,699,es ESP,MF,es La Liga,28.0,1996.0,34,2407,71,70.4,26.7,28,81.0,14,6,25.0,1,1.91,55,29,26,0.97,0.97,566,es ESP,MF,es La Liga,28.0,1996.0,26.7,5,1,0,43,28,1,12,31,25,0,MF,False,False,True,False,True,False,2407,28.0,0.9363295880149813,1.1610486891385767,1.6104868913857677,1.0486891385767791,0.18726591760299627,0.03745318352059925,0.449438202247191,0.03745318352059925,True
1842,Daniel Muñoz,co COL,MF,Crystal Palace,eng Premier League,29.0,1996.0,29,29,2399,26.7,4,3,7,4,0,0,7,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,1842,co COL,MF,eng Premier League,29.0,1996.0,26.7,4,26,12,46.2,0.98,0.45,0.15,0.33,0,0,2280,co COL,MF,eng Premier League,29.0,1996.0,29,2399,83,70.1,26.7,29,83.0,22,0,,0,1.34,31,33,-2,-0.08,0.63,1842,co COL,MF,eng Premier League,29.0,1996.0,26.7,7,0,0,34,18,8,62,24,48,0,MF,False,False,True,False,True,False,2399,29.0,1.797752808988764,0.898876404494382,1.2734082397003745,0.6741573033707865,0.2621722846441948,0.0,2.3220973782771535,0.299625468164794,True
1770,Yankuba Minteh,gm GAM,MF,Brighton,eng Premier League,21.0,2004.0,34,26,2391,26.6,3,4,7,3,0,0,3,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,1770,gm GAM,MF,eng Premier League,21.0,2004.0,26.6,3,41,11,26.8,1.54,0.41,0.07,0.27,0,0,2188,gm GAM,MF,eng Premier League,21.0,2004.0,34,2391,70,69.9,26.6,26,83.0,11,8,29.0,2,1.26,39,33,6,0.23,0.23,1770,gm GAM,MF,eng Premier League,21.0,2004.0,26.6,3,0,0,32,22,10,159,15,37,0,MF,False,False,True,False,True,False,2391,21.0,1.3909774436090225,0.5639097744360902,1.2030075187969924,0.8270676691729323,0.11278195488721804,0.0,5.977443609022556,0.37593984962406013,True
2770,Florian Wirtz,de GER,MF,Liverpool,eng Premier League,22.0,2003.0,33,27,2378,26.4,5,3,8,5,0,0,1,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,2770,de GER,MF,eng Premier League,22.0,2003.0,26.4,5,51,18,35.3,1.93,0.68,0.1,0.28,0,0,3456,de GER,MF,eng Premier League,22.0,2003.0,33,2378,72,69.5,26.4,27,82.0,9,6,27.0,0,1.61,38,32,6,0.23,-0.12,2770,de GER,MF,eng Premier League,22.0,2003.0,26.4,1,0,0,22,19,2,32,12,26,0,MF,False,False,True,False,True,False,2378,22.0,0.9848484848484849,0.4545454545454546,0.8333333333333334,0.7196969696969697,0.03787878787878788,0.0,1.2121212121212122,0.07575757575757576,True
2494,Anton Stach,de GER,MF,Leeds United,eng Premier League,26.0,1998.0,29,28,2370,26.3,5,3,8,5,0,0,3,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,2494,de GER,MF,eng Premier League,26.0,1998.0,26.3,5,55,14,25.5,2.09,0.53,0.09,0.36,0,0,3117,de GER,MF,eng Premier League,26.0,1998.0,29,2370,82,69.3,26.3,28,84.0,19,1,31.0,1,1.03,31,36,-5,-0.19,-0.02,2494,de GER,MF,eng Premier League,26.0,1998.0,26.3,3,0,0,36,24,0,155,19,35,0,MF,False,False,True,False,True,False,2370,26.0,1.3307984790874525,0.7224334600760456,1.3688212927756653,0.9125475285171103,0.11406844106463879,0.0,5.893536121673003,0.0,True
1493,Jamie Leweling,de GER,MF,Stuttgart,de Bundesliga,24.0,2001.0,32,26,2367,26.3,7,9,16,7,0,0,4,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,1493,de GER,MF,de Bundesliga,24.0,2001.0,26.3,7,49,18,36.7,1.86,0.68,0.14,0.39,0,0,1847,de GER,MF,de Bundesliga,24.0,2001.0,32,2367,74,77.4,26.3,26,84.0,10,6,29.0,0,1.75,50,40,10,0.38,-1.18,1493,de GER,MF,de Bundesliga,24.0,2001.0,26.3,4,0,0,17,43,15,123,13,12,0,MF,False,False,True,False,True,False,2367,24.0,0.45627376425855515,0.49429657794676807,0.6463878326996197,1.6349809885931559,0.1520912547528517,0.0,4.67680608365019,0.5703422053231939,True
740,Ritsu Doan,jp JPN,MF,Eintracht Frankfurt,de Bundesliga,27.0,1998.0,31,28,2364,26.3,5,5,10,5,0,0,5,0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,740,jp JPN,MF,de Bundesliga,27.0,1998.0,26.3,5,41,15,36.6,1.56,0.57,0.12,0.33,0,0,907,jp JPN,MF,de Bundesliga,27.0,1998.0,31,2364,76,77.3,26.3,28,81.0,11,3,33.0,1,1.32,50,44,6,0.23,1.52,740,jp JPN,MF,de Bundesliga,27.0,1998.0,26.3,5,0,0,26,35,3,111,17,23,0,MF,False,False,True,False,True,False,2364,27.0,0.8745247148288973,0.6463878326996197,0.9885931558935361,1.3307984790874525,0.19011406844106463,0.0,4.220532319391634,0.11406844106463879,True
2026,Elisha Owusu,gh GHA,MF,Auxerre,fr Ligue 1,27.0,1997.0,29,27,2344,26.0,0,0,0,0,0,0,7,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026,gh GHA,MF,fr Ligue 1,27.0,1997.0,26.0,0,7,0,0.0,0.27,0.0,0.0,,0,0,2508,gh GHA,MF,fr Ligue 1,27.0,1997.0,29,2344,81,76.6,26.0,27,86.0,19,2,15.0,0,1.0,26,31,-5,-0.19,0.44,2026,gh GHA,MF,fr Ligue 1,27.0,1997.0,26.0,7,0,0,48,22,0,1,21,51,0,MF,False,False,True,False,True,False,2344,27.0,1.9615384615384615,0.8076923076923077,1.8461538461538463,0.8461538461538461,0.2692307692307692,0.0,0.038461538461538464,0.0,True
2223,Fabian Rieder,ch SUI,MF,Augsburg,de Bundesliga,23.0,2002.0,32,28,2343,26.0,6,3,9,4,2,2,4,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,2223,ch SUI,MF,de Bundesliga,23.0,2002.0,26.0,6,38,13,34.2,1.46,0.5,0.11,0.31,2,2,2761,ch SUI,MF,de Bundesliga,23.0,2002.0,32,2343,73,76.6,26.0,28,82.0,16,4,13.0,0,1.25,36,53,-17,-0.65,-0.78,2223,ch SUI,MF,de Bundesliga,23.0,2002.0,26.0,4,0,0,45,38,2,116,13,20,0,MF,False,False,True,False,True,False,2343,23.0,0.7692307692307693,0.5,1.7307692307692308,1.4615384615384615,0.15384615384615385,0.0,4.461538461538462,0.07692307692307693,True
692,Amad Diallo,ci CIV,MF,Manchester Utd,eng Premier League,23.0,2002.0,32,27,2341,26.0,2,3,5,2,0,0,2,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,692,ci CIV,MF,eng Premier League,23.0,2002.0,26.0,2,53,23,43.4,2.04,0.88,0.04,0.09,0,0,853,ci CIV,MF,eng Premier League,23.0,2002.0,32,2341,73,68.5,26.0,27,82.0,17,5,25.0,0,2.03,52,33,19,0.73,0.73,692,ci CIV,MF,eng Premier League,23.0,2002.0,26.0,2,0,0,24,38,12,46,15,23,0,MF,False,False,True,False,True,False,2341,23.0,0.8846153846153846,0.5769230769230769,0.9230769230769231,1.4615384615384615,0.07692307692307693,0.0,1.7692307692307692,0.46153846153846156,True
2652,Lesley Ugochukwu,fr FRA,MF,Burnley,eng Premier League,21.0,2004.0,35,27,2336,26.0,3,1,4,3,0,0,3,1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,2652,fr FRA,MF,eng Premier League,21.0,2004.0,26.0,3,23,8,34.8,0.89,0.31,0.13,0.38,0,0,3313,fr FRA,MF,eng Premier League,21.0,2004.0,35,2336,67,68.3,26.0,27,78.0,5,8,29.0,2,0.6,28,50,-22,-0.85,0.4,2652,fr FRA,MF,eng Premier League,21.0,2004.0,26.0,3,1,1,28,30,1,7,17,26,0,MF,False,False,True,False,True,False,2336,21.0,1.0,0.6538461538461539,1.0769230769230769,1.1538461538461537,0.11538461538461539,0.038461538461538464,0.2692307692307692,0.038461538461538464,True
2350,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23.0,2002.0,29,27,2323,25.8,3,4,7,3,0,0,5,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,2350,ml MLI,MF,fr Ligue 1,23.0,2002.0,25.8,3,53,14,26.4,2.05,0.54,0.06,0.21,0,0,2923,ml MLI,MF,fr Ligue 1,23.0,2002.0,29,2323,80,75.9,25.8,27,84.0,20,2,33.0,0,2.1,47,29,18,0.7,-0.89,2350,ml MLI,MF,fr Ligue 1,23.0,2002.0,25.8,5,0,0,34,43,3,7,40,54,0,MF,False,False,True,False,True,False,2323,23.0,2.093023255813953,1.5503875968992247,1.317829457364341,1.6666666666666665,0.19379844961240308,0.0,0.2713178294573643,0.11627906976744186,True
2468,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,28.0,1997.0,33,26,2317,25.7,4,3,7,4,0,0,3,1,0.27,,,,,,,,,,,,,,,,,,,,,,,,,2468,es ESP,MF,es La Liga,28.0,1997.0,25.7,4,35,19,54.3,1.36,0.74,0.11,0.21,0,0,3084,es ESP,MF,es La Liga,28.0,1997.0,33,2317,70,67.7,25.7,26,81.0,10,7,31.0,1,1.21,37,39,-2,-0.08,-0.08,2468,es ESP,MF,es La Liga,28.0,1997.0,25.7,3,1,0,28,20,0,73,16,22,0,MF,False,False,True,False,True,False,2317,28.0,0.8560311284046693,0.622568093385214,1.0894941634241246,0.7782101167315175,0.11673151750972763,0.038910505836575876,2.840466926070039,0.0,True
1986,Michael Olise,fr FRA,MF,Bayern Munich,de Bundesliga,23.0,2001.0,32,23,2316,25.7,15,19,34,15,0,0,8,0,1.32,,,,,,,,,,,,,,,,,,,,,,,,,1986,fr FRA,MF,de Bundesliga,23.0,2001.0,25.7,15,102,50,49.0,3.96,1.94,0.15,0.3,0,0,2454,fr FRA,MF,de Bundesliga,23.0,2001.0,32,2316,72,75.7,25.7,23,86.0,14,9,38.0,1,2.59,94,25,69,2.68,0.62,1986,fr FRA,MF,de Bundesliga,23.0,2001.0,25.7,8,0,0,32,58,7,146,14,11,0,MF,False,False,True,False,True,False,2316,23.0,0.42801556420233466,0.5447470817120623,1.245136186770428,2.2568093385214008,0.311284046692607,0.0,5.680933852140078,0.27237354085603116,True
305,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26.0,1999.0,32,29,2301,25.6,1,2,3,1,0,0,2,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,305,fr FRA,MF,it Serie A,26.0,1999.0,25.6,1,21,4,19.0,0.82,0.16,0.05,0.25,0,0,376,fr FRA,MF,it Serie A,26.0,1999.0,32,2301,72,67.3,25.6,29,76.0,10,3,29.0,1,0.56,18,38,-20,-0.78,0.5,305,fr FRA,MF,it Serie A,26.0,1999.0,25.6,2,0,0,55,20,1,25,16,39,0,MF,False,False,True,False,True,False,2301,26.0,1.5234375,0.625,2.1484375,0.78125,0.078125,0.0,0.9765625,0.0390625,True
2616,Idrissa Touré,de GER,MF,Pisa,it Serie A,27.0,1998.0,32,26,2279,25.3,1,0,1,1,0,0,4,1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,2616,de GER,MF,it Serie A,27.0,1998.0,25.3,1,29,8,27.6,1.15,0.32,0.03,0.13,0,0,3269,de GER,MF,it Serie A,27.0,1998.0,32,2279,71,66.6,25.3,26,83.0,19,6,19.0,4,0.53,17,46,-29,-1.15,0.12,2616,de GER,MF,it Serie A,27.0,1998.0,25.3,4,1,0,23,19,5,67,25,28,0,MF,False,False,True,False,True,False,2279,27.0,1.1067193675889329,0.9881422924901185,0.9090909090909091,0.7509881422924901,0.15810276679841898,0.039525691699604744,2.6482213438735176,0.1976284584980237,True
2021,Dango Ouattara,bf BFA,MF,Brentford,eng Premier League,23.0,2002.0,32,25,2276,25.3,7,3,10,7,0,0,5,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,2021,bf BFA,MF,eng Premier League,23.0,2002.0,25.3,7,56,20,35.7,2.21,0.79,0.13,0.35,0,0,2501,bf BFA,MF,eng Premier League,23.0,2002.0,32,2276,71,66.5,25.3,25,84.0,12,7,25.0,0,1.25,35,35,0,0.0,-0.24,2021,bf BFA,MF,eng Premier League,23.0,2002.0,25.3,5,0,0,27,39,8,107,24,14,0,MF,False,False,True,False,True,False,2276,23.0,0.5533596837944664,0.9486166007905138,1.0671936758893281,1.541501976284585,0.1976284584980237,0.0,4.229249011857707,0.31620553359683795,True
2297,Julian Ryerson,no NOR,MF,Dortmund,de Bundesliga,27.0,1997.0,31,26,2266,25.2,0,15,15,0,0,0,8,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,2297,no NOR,MF,de Bundesliga,27.0,1997.0,25.2,0,12,1,8.3,0.48,0.04,0.0,0.0,0,0,2854,no NOR,MF,de Bundesliga,27.0,1997.0,31,2266,73,74.1,25.2,26,84.0,15,5,17.0,2,2.23,48,21,27,1.07,0.05,2297,no NOR,MF,de Bundesliga,27.0,1997.0,25.2,8,0,0,26,21,4,250,12,21,0,MF,False,False,True,False,True,False,2266,27.0,0.8333333333333334,0.4761904761904762,1.0317460317460319,0.8333333333333334,0.31746031746031744,0.0,9.920634920634921,0.15873015873015872,True
1488,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,22.0,2002.0,28,24,2263,25.1,0,1,1,0,0,0,4,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1488,fr FRA,MF,fr Ligue 1,22.0,2002.0,25.1,0,22,7,31.8,0.87,0.28,0.0,0.0,0,0,1839,fr FRA,MF,fr Ligue 1,22.0,2002.0,28,2263,81,74.0,25.1,24,88.0,18,4,40.0,0,0.64,21,33,-12,-0.48,0.76,1488,fr FRA,MF,fr Ligue 1,22.0,2002.0,25.1,4,0,0,29,48,0,74,28,47,0,MF,False,False,True,False,True,False,2263,22.0,1.8725099601593624,1.1155378486055776,1.1553784860557768,1.9123505976095616,0.1593625498007968,0.0,2.948207171314741,0.0,True
756,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,27.0,1998.0,32,27,2258,25.1,0,1,1,0,0,0,2,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,756,de GER,MF,de Bundesliga,27.0,1998.0,25.1,0,14,3,21.4,0.56,0.12,0.0,0.0,0,0,926,de GER,MF,de Bundesliga,27.0,1998.0,32,2258,71,73.8,25.1,27,79.0,10,5,24.0,1,0.81,28,51,-23,-0.92,-0.02,756,de GER,MF,de Bundesliga,27.0,1998.0,25.1,2,0,0,30,27,1,33,19,31,0,MF,False,False,True,False,True,False,2258,27.0,1.2350597609561753,0.7569721115537849,1.195219123505976,1.0756972111553784,0.0796812749003984,0.0,1.3147410358565736,0.0398406374501992,True
2398,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26.0,1999.0,31,29,2252,25.0,3,3,6,3,0,0,5,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,2398,de GER,MF,de Bundesliga,26.0,1999.0,25.0,3,25,7,28.0,1.0,0.28,0.12,0.43,0,0,2984,de GER,MF,de Bundesliga,26.0,1999.0,31,2252,73,73.6,25.0,29,76.0,15,2,28.0,2,0.81,26,51,-25,-1.0,-0.33,2398,de GER,MF,de Bundesliga,26.0,1999.0,25.0,5,0,0,21,17,3,14,32,17,0,MF,False,False,True,False,True,False,2252,26.0,0.68,1.28,0.84,0.68,0.2,0.0,0.56,0.12,True
1458,Valentino Lazaro,at AUT,MF,Torino,it Serie A,29.0,1996.0,31,26,2252,25.0,0,2,2,0,0,0,4,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,1458,at AUT,MF,it Serie A,29.0,1996.0,25.0,0,8,2,25.0,0.32,0.08,0.0,0.0,0,0,1801,at AUT,MF,it Serie A,29.0,1996.0,31,2252,73,65.8,25.0,26,82.0,15,5,24.0,7,1.1,23,48,-25,-1.0,-1.46,1458,at AUT,MF,it Serie A,29.0,1996.0,25.0,4,0,0,37,9,1,135,22,25,0,MF,False,False,True,False,True,False,2252,29.0,1.0,0.88,1.48,0.36,0.16,0.0,5.4,0.04,True
